,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
26,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.975,1.0
56,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.975,0.9
86,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.975,0.8
116,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.975,0.7
146,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.975,0.6
176,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.975,0.5
206,25-26,0.3,2,79,81,23,27,0.02,3.0,0.07,0.975,0.4
236,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.975,0.3
266,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.975,0.2
296,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.975,0.1
326,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.95,1.0
356,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.95,0.9
386,25-26,0.3,0,0,0,23,27,0.0,0.0,0.0,0.95,0.8
416,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.95,0.7
446,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.95,0.6
476,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.95,0.5
506,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.95,0.4
536,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.95,0.3
566,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.95,0.2
596,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.95,0.1
626,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.925,1.0
656,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.925,0.9
686,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.925,0.8
716,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.925,0.7
746,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.925,0.6
776,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.925,0.5
806,25-26,0.3,2,79,81,23,27,0.02,3.0,0.07,0.925,0.4
836,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.925,0.3
