,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
866,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.925,0.2
896,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.925,0.1
926,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.9,1.0
956,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.9,0.9
986,25-26,0.3,1,0,1,23,27,1.0,0.04,0.04,0.9,0.8
1016,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.9,0.7
1046,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.9,0.6
1076,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.9,0.5
1106,25-26,0.3,2,79,81,23,27,0.02,3.0,0.07,0.9,0.4
1136,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.9,0.3
1166,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.9,0.2
1196,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.9,0.1
1226,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.875,1.0
1256,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.875,0.9
1286,25-26,0.3,2,0,2,23,27,1.0,0.07,0.07,0.875,0.8
1316,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.875,0.7
1346,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.875,0.6
1376,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.875,0.5
1406,25-26,0.3,3,79,82,23,27,0.04,3.04,0.11,0.875,0.4
1436,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.875,0.3
1466,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.875,0.2
1496,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.875,0.1
1526,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.85,1.0
1556,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.85,0.9
1586,25-26,0.3,3,0,3,23,27,1.0,0.11,0.11,0.85,0.8
1616,25-26,0.3,4,0,4,23,27,1.0,0.15,0.15,0.85,0.7
1646,25-26,0.3,4,0,4,23,27,1.0,0.15,0.15,0.85,0.6
1676,25-26,0.3,4,0,4,23,27,1.0,0.15,0.15,0.85,0.5
1706,25-26,0.3,4,79,83,23,27,0.05,3.07,0.15,0.85,0.4
1736,25-26,0.3,9,263,272,23,27,0.03,10.07,0.33,0.85,0.3
1766,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.85,0.2
1796,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.85,0.1
1826,25-26,0.3,6,0,6,23,27,1.0,0.22,0.22,0.825,1.0
1856,25-26,0.3,6,0,6,23,27,1.0,0.22,0.22,0.825,0.9
1886,25-26,0.3,6,0,6,23,27,1.0,0.22,0.22,0.825,0.8
1916,25-26,0.3,7,0,7,23,27,1.0,0.26,0.26,0.825,0.7
1946,25-26,0.3,7,0,7,23,27,1.0,0.26,0.26,0.825,0.6
1976,25-26,0.3,7,0,7,23,27,1.0,0.26,0.26,0.825,0.5
2006,25-26,0.3,7,79,86,23,27,0.08,3.19,0.26,0.825,0.4
2036,25-26,0.3,11,263,274,23,27,0.04,10.15,0.41,0.825,0.3
2066,25-26,0.3,17,696,713,23,27,0.02,26.41,0.63,0.825,0.2
2096,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.825,0.1
2126,25-26,0.3,8,0,8,23,27,1.0,0.3,0.3,0.8,1.0
2156,25-26,0.3,8,0,8,23,27,1.0,0.3,0.3,0.8,0.9
2186,25-26,0.3,8,0,8,23,27,1.0,0.3,0.3,0.8,0.8
2216,25-26,0.3,9,0,9,23,27,1.0,0.33,0.33,0.8,0.7
2246,25-26,0.3,9,0,9,23,27,1.0,0.33,0.33,0.8,0.6
2276,25-26,0.3,9,0,9,23,27,1.0,0.33,0.33,0.8,0.5
2306,25-26,0.3,9,79,88,23,27,0.1,3.26,0.33,0.8,0.4
2336,25-26,0.3,13,263,276,23,27,0.05,10.22,0.48,0.8,0.3
2366,25-26,0.3,18,696,714,23,27,0.03,26.44,0.67,0.8,0.2
2396,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.8,0.1
2426,25-26,0.3,11,0,11,23,27,1.0,0.41,0.41,0.775,1.0
2456,25-26,0.3,11,0,11,23,27,1.0,0.41,0.41,0.775,0.9
2486,25-26,0.3,11,0,11,23,27,1.0,0.41,0.41,0.775,0.8
2516,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.775,0.7
2546,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.775,0.6
2576,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.775,0.5
2606,25-26,0.3,12,79,91,23,27,0.13,3.37,0.44,0.775,0.4
2636,25-26,0.3,16,263,279,23,27,0.06,10.33,0.59,0.775,0.3
2666,25-26,0.3,19,696,715,23,27,0.03,26.48,0.7,0.775,0.2
2696,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.775,0.1
2726,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.75,1.0
2756,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.75,0.9
2786,25-26,0.3,12,0,12,23,27,1.0,0.44,0.44,0.75,0.8
2816,25-26,0.3,13,0,13,23,27,1.0,0.48,0.48,0.75,0.7
2846,25-26,0.3,13,0,13,23,27,1.0,0.48,0.48,0.75,0.6
2876,25-26,0.3,13,0,13,23,27,1.0,0.48,0.48,0.75,0.5
2906,25-26,0.3,13,79,92,23,27,0.14,3.41,0.48,0.75,0.4
2936,25-26,0.3,16,263,279,23,27,0.06,10.33,0.59,0.75,0.3
2966,25-26,0.3,19,696,715,23,27,0.03,26.48,0.7,0.75,0.2
2996,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.75,0.1
3006,25-26,0.3,16,263,279,23,27,0.06,10.33,0.59,0.75,0.3
3036,25-26,0.3,19,696,715,23,27,0.03,26.48,0.7,0.75,0.2
3066,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.75,0.1
