,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
803,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.925,0.4
833,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.925,0.3
863,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.925,0.2
893,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.925,0.1
923,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,1.0
953,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.9
983,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.8
1013,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.7
1043,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.6
1073,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.5
1103,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.4
1133,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.3
1163,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.2
1193,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.9,0.1
1223,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,1.0
1253,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.9
1283,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.8
1313,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.7
1343,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.6
1373,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.5
1403,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.4
1433,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.3
1463,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.2
1493,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.875,0.1
1523,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,1.0
1553,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.9
1583,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.8
1613,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.7
1643,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.6
1673,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.5
1703,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.4
1733,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.3
1763,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.2
1793,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.85,0.1
1823,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,1.0
1853,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.9
1883,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.8
1913,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.7
1943,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.6
1973,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.5
2003,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.4
2033,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.3
2063,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.2
2093,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.825,0.1
2123,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,1.0
2153,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.9
2183,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.8
2213,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.7
2243,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.6
2273,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.5
2303,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.4
2333,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.3
2363,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.2
2393,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.8,0.1
2423,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,1.0
2453,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.9
2483,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.8
2513,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.7
2543,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.6
2573,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.5
2603,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.4
2633,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.3
2663,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.2
2693,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.775,0.1
2723,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,1.0
2753,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.9
2783,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.8
2813,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.7
2843,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.6
2873,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.5
2903,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.4
2933,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.3
2963,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.2
2993,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.1
3003,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.3
3033,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.2
3063,24-25,3.0,16,3,19,16,18,0.84,1.06,0.89,0.75,0.1
