,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1476,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.1
1506,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,1.0
1536,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.9
1566,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.8
1596,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.7
1626,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.6
1656,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.5
1686,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.4
1716,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.3
1746,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.2
1776,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.1
1806,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,1.0
1836,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.9
1866,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.8
1896,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.7
1926,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.6
1956,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.5
1986,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.4
2016,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.3
2046,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.2
2076,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.1
2106,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,1.0
2136,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.9
2166,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.8
2196,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.7
2226,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.6
2256,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.5
2286,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.4
2316,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.3
2346,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.2
2376,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.1
2406,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,1.0
2436,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.9
2466,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.8
2496,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.7
2526,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.6
2556,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.5
2586,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.4
2616,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.3
2646,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.2
2676,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.775,0.1
2706,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,1.0
2736,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.9
2766,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.8
2796,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.7
2826,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.6
2856,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.5
2886,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.4
2916,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.3
2946,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.2
2976,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.1
3016,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.2
3046,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.75,0.1
