,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
14,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,1.0
44,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.9
74,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.8
104,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.7
134,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.6
164,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.5
194,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.4
224,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.3
254,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.2
284,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.975,0.1
314,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,1.0
344,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.9
374,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.8
404,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.7
434,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.6
464,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.5
494,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.4
524,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.3
554,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.2
584,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.95,0.1
614,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,1.0
644,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,0.9
674,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,0.8
704,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,0.7
734,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,0.6
764,22-23,10.0,14,0,14,14,21,1.0,0.67,0.67,0.925,0.5
