,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
19,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,1.0
49,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.9
79,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.8
109,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.7
139,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.6
169,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.5
199,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.4
229,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.3
259,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.2
289,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.975,0.1
319,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,1.0
349,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.9
379,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.8
409,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.7
439,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.6
469,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.5
499,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.4
529,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.3
559,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.2
589,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.95,0.1
619,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,1.0
649,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.9
679,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.8
709,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.7
739,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.6
769,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.5
799,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.4
829,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.3
859,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.2
889,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.925,0.1
919,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,1.0
949,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.9
979,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.8
1009,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.7
1039,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.6
1069,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.5
1099,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.4
1129,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.3
1159,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.2
1189,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.9,0.1
1219,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,1.0
1249,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.9
1279,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.8
1309,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.7
1339,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.6
1369,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.5
1399,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.4
1429,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.3
1459,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.2
1489,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.875,0.1
1519,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,1.0
1549,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.9
1579,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.8
1609,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.7
1639,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.6
1669,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.5
1699,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.4
1729,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.3
1759,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.2
1789,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.85,0.1
1819,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,1.0
1849,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.9
1879,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.8
1909,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.7
1939,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.6
1969,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.5
1999,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.4
2029,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.3
2059,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.2
2089,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.825,0.1
2119,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,1.0
2149,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.9
2179,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.8
2209,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.7
2239,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.6
2269,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.5
2299,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.4
2329,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.3
2359,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.2
2389,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.8,0.1
2419,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,1.0
2449,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.9
2479,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.8
2509,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.7
2539,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.6
2569,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.5
2599,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.4
2629,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.3
2659,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.2
2689,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.775,0.1
2719,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,1.0
2749,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.9
2779,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.8
2809,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.7
2839,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.6
2869,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.5
2899,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.4
2929,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.3
2959,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.2
2989,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.1
3029,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.2
3059,23-24,10.0,12,0,12,12,20,1.0,0.6,0.6,0.75,0.1
