,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
2405,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,1.0
2435,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.9
2465,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.8
2495,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.7
2525,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.6
2555,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.5
2585,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.4
2615,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.3
2645,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.2
2675,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.775,0.1
2705,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,1.0
2735,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.9
2765,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.8
2795,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.7
2825,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.6
2855,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.5
2885,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.4
2915,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.3
2945,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.2
2975,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.1
3015,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.2
3045,21-22,0.1,25,38,63,25,25,0.4,2.52,1.0,0.75,0.1
