,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
4,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,1.0
34,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.9
64,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.8
94,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.7
124,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.6
154,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.5
184,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.4
214,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.3
244,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.2
274,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.975,0.1
304,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,1.0
334,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.9
364,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.8
394,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.7
424,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.6
454,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.5
484,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.4
514,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.3
544,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.2
574,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.95,0.1
604,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,1.0
634,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.9
664,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.8
694,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.7
724,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.6
754,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.5
784,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.4
814,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.3
844,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.2
874,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.925,0.1
904,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.9,1.0
934,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.9,0.9
964,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.9,0.8
994,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.9,0.7
1024,20-21,10.0,11,0,11,11,16,1.0,0.69,0.69,0.9,0.6
