,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
3,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,1.0
33,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.9
63,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.8
93,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.7
123,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.6
153,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.5
183,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.4
213,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.3
243,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.2
273,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.975,0.1
303,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,1.0
333,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.9
363,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.8
393,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.7
423,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.6
453,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.5
483,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.4
513,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.3
543,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.2
573,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.95,0.1
603,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,1.0
633,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.9
663,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.8
693,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.7
723,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.6
753,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.5
783,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.4
813,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.3
843,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.2
873,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.925,0.1
903,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,1.0
933,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.9
963,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.8
993,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.7
1023,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.6
1053,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.5
1083,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.4
1113,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.3
1143,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.2
1173,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.9,0.1
1203,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,1.0
1233,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.9
1263,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.8
1293,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.7
1323,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.6
1353,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.5
1383,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.4
1413,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.3
1443,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.2
1473,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.875,0.1
1503,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,1.0
1533,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.9
1563,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.8
1593,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.7
1623,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.6
1653,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.5
1683,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.4
1713,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.3
1743,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.2
1773,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.85,0.1
1803,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,1.0
1833,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.9
1863,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.8
1893,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.7
1923,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.6
1953,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.5
1983,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.4
2013,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.3
2043,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.2
2073,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.825,0.1
2103,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,1.0
2133,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.9
2163,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.8
2193,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.7
2223,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.6
2253,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.5
2283,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.4
2313,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.3
2343,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.2
2373,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.8,0.1
2403,20-21,3.0,17,0,17,17,19,1.0,0.89,0.89,0.775,1.0
