,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
0,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,1.0
30,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.9
60,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.8
90,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.7
120,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.6
150,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.5
180,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.4
210,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.3
240,20-21,0.1,22,19,41,24,25,0.54,1.64,0.88,0.975,0.2
270,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.975,0.1
300,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,1.0
330,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.9
360,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.8
390,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.7
420,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.6
450,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.5
480,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.4
510,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.3
540,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.2
570,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.95,0.1
600,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,1.0
630,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.9
660,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.8
690,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.7
720,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.6
750,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.5
780,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.4
810,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.3
840,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.2
870,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.925,0.1
900,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,1.0
930,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.9
960,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.8
990,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.7
1020,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.6
1050,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.5
1080,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.4
1110,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.3
1140,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.2
1170,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.1
1200,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,1.0
1230,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.9
1260,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.8
