,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1290,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.7
1320,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.6
1350,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.5
1380,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.4
1410,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.3
1440,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.2
1470,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.1
1500,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,1.0
1530,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.9
1560,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.8
1590,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.7
1620,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.6
1650,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.5
1680,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.4
1710,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.3
1740,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.2
1770,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.1
1800,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,1.0
1830,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.9
1860,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.8
1890,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.7
1920,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.6
1950,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.5
1980,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.4
2010,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.3
2040,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.2
2070,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.1
2100,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,1.0
2130,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.9
2160,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.8
2190,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.7
2220,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.6
2250,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.5
2280,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.4
2310,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.3
2340,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.2
2370,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.1
2400,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,1.0
2430,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.9
2460,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.8
2490,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.7
2520,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.6
2550,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.5
2580,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.4
2610,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.3
2640,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.2
2670,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.775,0.1
2700,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,1.0
2730,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.9
2760,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.8
2790,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.7
2820,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.6
2850,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.5
2880,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.4
2910,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.3
2940,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.2
2970,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.1
3010,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.2
3040,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.75,0.1
