,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
29,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,1.0
59,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.9
89,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.8
119,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.7
149,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.6
179,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.5
209,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.4
239,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.3
269,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.2
299,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.975,0.1
329,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,1.0
359,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.9
389,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.8
419,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.7
449,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.6
479,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.5
509,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.4
539,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.3
569,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.2
599,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.95,0.1
629,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,1.0
659,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.9
689,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.8
719,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.7
749,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.6
779,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.5
809,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.4
839,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.3
869,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.2
899,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.925,0.1
929,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.9,1.0
959,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.9,0.9
989,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.9,0.8
1019,25-26,10.0,0,0,0,2,18,0.0,0.0,0.0,0.9,0.7
