,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
834,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.925,0.3
864,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.925,0.2
894,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.925,0.1
924,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,1.0
954,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.9
984,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.8
1014,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.7
1044,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.6
1074,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.5
1104,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.4
1134,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.3
1164,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.2
1194,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.9,0.1
1224,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,1.0
1254,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.9
1284,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.8
1314,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.7
1344,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.6
1374,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.5
1404,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.4
1434,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.3
1464,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.2
1494,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.875,0.1
1524,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,1.0
1554,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.9
1584,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.8
1614,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.7
1644,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.6
1674,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.5
1704,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.4
1734,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.3
1764,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.2
1794,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.85,0.1
1824,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,1.0
1854,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.9
1884,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.8
1914,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.7
1944,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.6
1974,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.5
2004,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.4
2034,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.3
2064,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.2
2094,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.825,0.1
2124,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,1.0
2154,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.9
2184,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.8
2214,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.7
2244,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.6
2274,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.5
2304,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.4
2334,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.3
2364,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.2
2394,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.8,0.1
2424,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,1.0
2454,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.9
2484,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.8
2514,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.7
2544,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.6
2574,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.5
2604,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.4
2634,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.3
2664,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.2
2694,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.775,0.1
2724,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,1.0
2754,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.9
2784,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.8
2814,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.7
2844,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.6
2874,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.5
2904,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.4
2934,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.3
2964,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.2
2994,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.1
3004,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.3
3034,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.2
3064,24-25,10.0,8,0,8,13,25,1.0,0.32,0.32,0.75,0.1
