,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
879,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.925,0.1
909,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,1.0
939,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.9
969,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.8
999,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.7
1029,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.6
1059,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.5
1089,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.4
1119,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.3
1149,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.2
1179,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.9,0.1
1209,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,1.0
1239,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.9
1269,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.8
1299,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.7
1329,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.6
1359,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.5
1389,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.4
1419,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.3
1449,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.2
1479,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.875,0.1
1509,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,1.0
1539,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.9
1569,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.8
1599,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.7
1629,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.6
1659,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.5
1689,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.4
1719,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.3
1749,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.2
1779,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.85,0.1
1809,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,1.0
1839,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.9
1869,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.8
1899,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.7
1929,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.6
1959,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.5
1989,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.4
2019,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.3
2049,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.2
2079,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.825,0.1
2109,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,1.0
2139,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.9
2169,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.8
2199,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.7
2229,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.6
2259,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.5
2289,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.4
2319,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.3
2349,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.2
2379,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.8,0.1
2409,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,1.0
2439,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.9
2469,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.8
2499,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.7
2529,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.6
2559,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.5
2589,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.4
2619,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.3
2649,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.2
2679,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.775,0.1
2709,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,1.0
2739,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.9
2769,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.8
2799,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.7
2829,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.6
2859,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.5
2889,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.4
2919,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.3
2949,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.2
2979,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.1
3019,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.2
3049,21-22,10.0,14,1,15,15,19,0.93,0.79,0.74,0.75,0.1
