,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
692,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.925,0.7
722,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.925,0.6
752,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.925,0.5
782,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.925,0.4
812,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.925,0.3
842,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.925,0.2
872,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.925,0.1
902,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.9,1.0
932,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.9,0.9
962,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.9,0.8
992,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.9,0.7
1022,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.9,0.6
1052,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.9,0.5
1082,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.9,0.4
1112,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.9,0.3
1142,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.9,0.2
1172,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.9,0.1
1202,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.875,1.0
1232,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.875,0.9
1262,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.875,0.8
1292,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.875,0.7
1322,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.875,0.6
1352,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.875,0.5
1382,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.875,0.4
1412,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.875,0.3
1442,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.875,0.2
1472,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.875,0.1
1502,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.85,1.0
1532,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.85,0.9
1562,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.85,0.8
1592,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.85,0.7
1622,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.85,0.6
1652,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.85,0.5
1682,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.85,0.4
1712,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.85,0.3
1742,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.85,0.2
1772,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.85,0.1
1802,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.825,1.0
1832,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.825,0.9
1862,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.825,0.8
1892,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.825,0.7
1922,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.825,0.6
1952,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.825,0.5
1982,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.825,0.4
2012,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.825,0.3
2042,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.825,0.2
2072,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.825,0.1
2102,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.8,1.0
2132,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.8,0.9
2162,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.8,0.8
2192,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.8,0.7
2222,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.8,0.6
2252,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.8,0.5
2282,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.8,0.4
2312,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.8,0.3
2342,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.8,0.2
2372,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.8,0.1
2402,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.775,1.0
2432,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.775,0.9
2462,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.775,0.8
2492,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.775,0.7
2522,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.775,0.6
2552,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.775,0.5
2582,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.775,0.4
2612,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.775,0.3
2642,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.775,0.2
2672,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.775,0.1
2702,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.75,1.0
2732,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.75,0.9
2762,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.75,0.8
2792,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.75,0.7
2822,20-21,1.0,20,0,20,20,20,1.0,1.0,1.0,0.75,0.6
2852,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.5
2882,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.4
2912,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.3
2942,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.2
2972,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.1
3012,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.2
3042,20-21,1.0,20,1,21,20,20,0.95,1.05,1.0,0.75,0.1
