,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
2233,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.6
2263,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.5
2293,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.4
2323,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.3
2353,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.2
2383,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.8,0.1
2413,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,1.0
2443,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.9
2473,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.8
2503,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.7
2533,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.6
2563,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.5
2593,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.4
2623,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.3
2653,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.2
2683,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.775,0.1
2713,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,1.0
2743,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.9
2773,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.8
2803,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.7
2833,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.6
2863,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.5
2893,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.4
2923,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.3
2953,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.2
2983,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.1
3023,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.2
3053,22-23,3.0,20,1,21,20,21,0.95,1.0,0.95,0.75,0.1
