,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1947,25-26,1.0,9,67,76,16,19,0.12,4.0,0.47,0.825,0.6
1977,25-26,1.0,13,100,113,16,19,0.12,5.95,0.68,0.825,0.5
2007,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.825,0.4
2037,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.825,0.3
2067,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.825,0.2
2097,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.825,0.1
2127,25-26,1.0,5,18,23,16,19,0.22,1.21,0.26,0.8,1.0
2157,25-26,1.0,6,27,33,16,19,0.18,1.74,0.32,0.8,0.9
2187,25-26,1.0,6,37,43,16,19,0.14,2.26,0.32,0.8,0.8
2217,25-26,1.0,8,49,57,16,19,0.14,3.0,0.42,0.8,0.7
2247,25-26,1.0,9,67,76,16,19,0.12,4.0,0.47,0.8,0.6
2277,25-26,1.0,13,100,113,16,19,0.12,5.95,0.68,0.8,0.5
2307,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.8,0.4
2337,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.8,0.3
2367,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.8,0.2
2397,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.8,0.1
2427,25-26,1.0,5,18,23,16,19,0.22,1.21,0.26,0.775,1.0
2457,25-26,1.0,6,27,33,16,19,0.18,1.74,0.32,0.775,0.9
2487,25-26,1.0,6,37,43,16,19,0.14,2.26,0.32,0.775,0.8
2517,25-26,1.0,8,49,57,16,19,0.14,3.0,0.42,0.775,0.7
2547,25-26,1.0,9,67,76,16,19,0.12,4.0,0.47,0.775,0.6
2577,25-26,1.0,13,100,113,16,19,0.12,5.95,0.68,0.775,0.5
2607,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.775,0.4
2637,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.775,0.3
2667,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.775,0.2
2697,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.775,0.1
2727,25-26,1.0,5,18,23,16,19,0.22,1.21,0.26,0.75,1.0
2757,25-26,1.0,6,27,33,16,19,0.18,1.74,0.32,0.75,0.9
2787,25-26,1.0,6,37,43,16,19,0.14,2.26,0.32,0.75,0.8
2817,25-26,1.0,8,49,57,16,19,0.14,3.0,0.42,0.75,0.7
2847,25-26,1.0,9,67,76,16,19,0.12,4.0,0.47,0.75,0.6
2877,25-26,1.0,13,100,113,16,19,0.12,5.95,0.68,0.75,0.5
2907,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.4
2937,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.3
2967,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.2
2997,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.1
3007,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.3
3037,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.2
3067,25-26,1.0,14,100,114,16,19,0.12,6.0,0.74,0.75,0.1
