,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
11,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,1.0
41,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,0.9
71,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,0.8
101,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,0.7
131,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,0.6
161,22-23,0.3,25,0,25,37,37,1.0,0.68,0.68,0.975,0.5
191,22-23,0.3,27,0,27,37,37,1.0,0.73,0.73,0.975,0.4
221,22-23,0.3,30,0,30,37,37,1.0,0.81,0.81,0.975,0.3
251,22-23,0.3,36,1,37,37,37,0.97,1.0,0.97,0.975,0.2
281,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.975,0.1
311,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,1.0
341,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.9
371,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.8
401,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.7
431,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.6
461,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.5
491,22-23,0.3,34,0,34,37,37,1.0,0.92,0.92,0.95,0.4
521,22-23,0.3,35,0,35,37,37,1.0,0.95,0.95,0.95,0.3
551,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.95,0.2
581,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.95,0.1
611,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,1.0
641,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.9
671,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.8
701,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.7
731,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.6
761,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.5
791,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.4
821,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.925,0.3
851,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.925,0.2
881,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.925,0.1
911,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,1.0
941,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.9
971,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.8
1001,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.7
1031,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.6
1061,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.5
1091,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.4
1121,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.9,0.3
1151,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.9,0.2
1181,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.9,0.1
1211,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,1.0
1241,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.9
1271,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.8
1301,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.7
1331,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.6
1361,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.5
1391,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.4
1421,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.875,0.3
1451,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.875,0.2
1481,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.875,0.1
1511,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,1.0
1541,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.9
1571,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.8
1601,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.7
1631,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.6
1661,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.5
1691,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.4
1721,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.85,0.3
1751,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.85,0.2
1781,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.85,0.1
1811,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,1.0
1841,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.9
1871,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.8
1901,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.7
1931,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.6
1961,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.5
1991,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.4
2021,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.825,0.3
2051,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.825,0.2
2081,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.825,0.1
2111,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,1.0
2141,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.9
2171,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.8
2201,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.7
2231,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.6
2261,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.5
2291,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.4
2321,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.8,0.3
2351,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.8,0.2
2381,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.8,0.1
2411,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,1.0
2441,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.9
2471,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.8
2501,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.7
2531,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.6
2561,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.5
2591,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.4
2621,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.775,0.3
2651,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.775,0.2
2681,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.775,0.1
2711,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,1.0
2741,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.9
2771,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.8
2801,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.7
2831,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.6
2861,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.5
2891,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.4
2921,22-23,0.3,36,0,36,37,37,1.0,0.97,0.97,0.75,0.3
2951,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.75,0.2
2981,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.75,0.1
3021,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.75,0.2
3051,22-23,0.3,37,1,38,37,37,0.97,1.03,1.0,0.75,0.1
