,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
28,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.975,1.0
58,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.9
88,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.8
118,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.7
148,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.6
178,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.5
208,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.4
238,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.3
268,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.2
298,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.975,0.1
328,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.95,1.0
358,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.9
388,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.8
418,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.7
448,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.6
478,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.5
508,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.4
538,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.3
568,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.2
598,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.95,0.1
628,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.925,1.0
658,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.9
688,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.8
718,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.7
748,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.6
778,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.5
808,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.4
838,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.3
868,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.2
898,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.925,0.1
928,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.9,1.0
958,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.9
988,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.8
1018,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.7
1048,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.6
1078,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.5
1108,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.4
1138,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.3
1168,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.2
1198,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.9,0.1
1228,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.875,1.0
1258,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.9
1288,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.8
1318,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.7
1348,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.6
1378,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.5
1408,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.4
1438,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.3
1468,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.2
1498,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.875,0.1
1528,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.85,1.0
1558,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.9
1588,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.8
1618,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.7
1648,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.6
1678,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.5
1708,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.4
1738,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.3
1768,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.2
1798,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.85,0.1
1828,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.825,1.0
1858,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.9
1888,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.8
1918,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.7
1948,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.6
1978,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.5
2008,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.4
2038,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.3
2068,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.2
2098,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.825,0.1
2128,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.8,1.0
2158,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.9
2188,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.8
2218,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.7
2248,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.6
2278,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.5
2308,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.4
2338,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.3
2368,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.2
2398,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.8,0.1
2428,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.775,1.0
2458,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.9
2488,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.8
2518,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.7
2548,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.6
2578,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.5
2608,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.4
2638,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.3
2668,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.2
2698,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.775,0.1
2728,25-26,3.0,19,5,24,21,32,0.79,0.75,0.59,0.75,1.0
2758,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.9
2788,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.8
2818,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.7
2848,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.6
2878,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.5
2908,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.4
2938,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.3
2968,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.2
2998,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.1
3008,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.3
3038,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.2
3068,25-26,3.0,20,5,25,21,32,0.8,0.78,0.62,0.75,0.1
