,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
871,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.925,0.1
901,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,1.0
931,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.9
961,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.8
991,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.7
1021,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.6
1051,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.5
1081,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.4
1111,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.3
1141,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.2
1171,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.9,0.1
1201,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,1.0
1231,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.9
1261,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.8
1291,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.7
1321,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.6
1351,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.5
1381,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.4
1411,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.3
1441,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.2
1471,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.875,0.1
1501,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,1.0
1531,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.9
1561,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.8
1591,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.7
1621,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.6
1651,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.5
1681,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.4
1711,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.3
1741,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.2
1771,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.85,0.1
1801,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,1.0
1831,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.9
1861,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.8
1891,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.7
1921,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.6
1951,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.5
1981,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.4
2011,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.3
2041,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.2
2071,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.825,0.1
2101,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,1.0
2131,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.9
2161,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.8
2191,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.7
2221,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.6
2251,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.5
2281,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.4
2311,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.3
2341,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.2
2371,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.8,0.1
2401,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,1.0
2431,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.9
2461,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.8
2491,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.7
2521,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.6
2551,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.5
2581,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.4
2611,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.3
2641,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.2
2671,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.775,0.1
2701,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,1.0
2731,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.9
2761,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.8
2791,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.7
2821,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.6
2851,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.5
2881,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.4
2911,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.3
2941,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.2
2971,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.1
3011,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.2
3041,20-21,0.3,23,0,23,23,23,1.0,1.0,1.0,0.75,0.1
