,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
2750,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.9
2780,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.8
2810,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.7
2840,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.6
2870,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.5
2900,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.4
2930,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.3
2960,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.2
2990,24-25,0.1,21,174,195,22,23,0.11,8.48,0.91,0.75,0.1
3000,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.3
3030,24-25,0.1,20,53,73,22,23,0.27,3.17,0.87,0.75,0.2
3060,24-25,0.1,21,174,195,22,23,0.11,8.48,0.91,0.75,0.1
