,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
818,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.925,0.3
848,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.925,0.2
878,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.925,0.1
908,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,1.0
938,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.9
968,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.8
998,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.7
1028,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.6
1058,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.5
1088,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.4
1118,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.3
1148,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.2
1178,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.9,0.1
1208,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,1.0
1238,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.9
1268,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.8
1298,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.7
1328,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.6
1358,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.5
1388,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.4
1418,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.3
1448,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.2
1478,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.875,0.1
1508,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,1.0
1538,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.9
1568,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.8
1598,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.7
1628,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.6
1658,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.5
1688,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.4
1718,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.3
1748,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.2
1778,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.85,0.1
1808,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,1.0
1838,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.9
1868,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.8
1898,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.7
1928,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.6
1958,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.5
1988,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.4
2018,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.3
2048,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.2
2078,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.825,0.1
2108,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,1.0
2138,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.9
2168,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.8
2198,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.7
2228,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.6
2258,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.5
2288,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.4
2318,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.3
2348,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.2
2378,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.8,0.1
2408,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,1.0
2438,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.9
2468,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.8
2498,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.7
2528,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.6
2558,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.5
2588,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.4
2618,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.3
2648,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.2
2678,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.775,0.1
2708,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,1.0
2738,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.9
2768,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.8
2798,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.7
2828,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.6
2858,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.5
2888,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.4
2918,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.3
2948,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.2
2978,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.1
3018,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.2
3048,21-22,3.0,17,2,19,18,18,0.89,1.06,0.94,0.75,0.1
