,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
25,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,1.0
55,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.9
85,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.8
115,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.7
145,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.6
175,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.5
205,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.4
235,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.975,0.3
265,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.975,0.2
295,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.975,0.1
325,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,1.0
355,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.9
385,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.8
415,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.7
445,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.6
475,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.5
505,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.4
535,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.95,0.3
565,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.95,0.2
595,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.95,0.1
625,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,1.0
655,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.9
685,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.8
715,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.7
745,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.6
775,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.5
805,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.4
835,25-26,0.1,0,0,0,27,35,0.0,0.0,0.0,0.925,0.3
865,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.925,0.2
895,25-26,0.1,14,506,520,27,35,0.03,14.86,0.4,0.925,0.1
925,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,1.0
955,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.9
985,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.8
1015,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.7
1045,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.6
1075,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.5
1105,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.4
1135,25-26,0.1,1,0,1,27,35,1.0,0.03,0.03,0.9,0.3
1165,25-26,0.1,2,0,2,27,35,1.0,0.06,0.06,0.9,0.2
1195,25-26,0.1,15,506,521,27,35,0.03,14.89,0.43,0.9,0.1
1225,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,1.0
1255,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.9
1285,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.8
1315,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.7
1345,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.6
1375,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.5
1405,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.4
