,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1435,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.3
1465,25-26,0.1,2,1,3,27,35,0.67,0.09,0.06,0.875,0.2
1495,25-26,0.1,15,506,521,27,35,0.03,14.89,0.43,0.875,0.1
1525,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,1.0
1555,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.9
1585,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.8
1615,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.7
1645,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.6
1675,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.5
1705,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.4
1735,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.3
1765,25-26,0.1,4,1,5,27,35,0.8,0.14,0.11,0.85,0.2
1795,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.85,0.1
1825,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,1.0
1855,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.9
1885,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.8
1915,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.7
1945,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.6
1975,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.5
2005,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.4
2035,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.3
2065,25-26,0.1,4,1,5,27,35,0.8,0.14,0.11,0.825,0.2
2095,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.825,0.1
2125,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,1.0
2155,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.9
2185,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.8
2215,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.7
2245,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.6
2275,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.5
2305,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.4
2335,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.3
2365,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.2
2395,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.8,0.1
2425,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,1.0
2455,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.9
2485,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.8
2515,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.7
2545,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.6
2575,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.5
2605,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.4
2635,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.3
2665,25-26,0.1,6,1,7,27,35,0.86,0.2,0.17,0.775,0.2
2695,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.775,0.1
2725,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,1.0
2755,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.9
2785,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.8
2815,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.7
2845,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.6
2875,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.5
2905,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.4
2935,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.3
2965,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.2
2995,25-26,0.1,18,506,524,27,35,0.03,14.97,0.51,0.75,0.1
3005,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.3
3035,25-26,0.1,9,1,10,27,35,0.9,0.29,0.26,0.75,0.2
3065,25-26,0.1,18,506,524,27,35,0.03,14.97,0.51,0.75,0.1
