,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
17,23-24,1.0,5,0,5,24,25,1.0,0.2,0.2,0.975,1.0
47,23-24,1.0,8,0,8,24,25,1.0,0.32,0.32,0.975,0.9
77,23-24,1.0,14,0,14,24,25,1.0,0.56,0.56,0.975,0.8
107,23-24,1.0,17,0,17,24,25,1.0,0.68,0.68,0.975,0.7
137,23-24,1.0,18,0,18,24,25,1.0,0.72,0.72,0.975,0.6
167,23-24,1.0,23,3,26,24,25,0.88,1.04,0.92,0.975,0.5
197,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.975,0.4
227,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.975,0.3
257,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.975,0.2
287,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.975,0.1
317,23-24,1.0,7,0,7,24,25,1.0,0.28,0.28,0.95,1.0
347,23-24,1.0,10,0,10,24,25,1.0,0.4,0.4,0.95,0.9
377,23-24,1.0,16,0,16,24,25,1.0,0.64,0.64,0.95,0.8
407,23-24,1.0,19,0,19,24,25,1.0,0.76,0.76,0.95,0.7
437,23-24,1.0,20,0,20,24,25,1.0,0.8,0.8,0.95,0.6
467,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.95,0.5
497,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.95,0.4
527,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.95,0.3
557,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.95,0.2
587,23-24,1.0,24,3,27,24,25,0.89,1.08,0.96,0.95,0.1
617,23-24,1.0,10,1,11,24,25,0.91,0.44,0.4,0.925,1.0
647,23-24,1.0,13,1,14,24,25,0.93,0.56,0.52,0.925,0.9
677,23-24,1.0,18,1,19,24,25,0.95,0.76,0.72,0.925,0.8
707,23-24,1.0,21,1,22,24,25,0.95,0.88,0.84,0.925,0.7
737,23-24,1.0,21,1,22,24,25,0.95,0.88,0.84,0.925,0.6
