,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
792,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.925,0.4
822,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.925,0.3
852,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.925,0.2
882,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.925,0.1
912,22-23,1.0,19,0,19,20,21,1.0,0.9,0.9,0.9,1.0
942,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.9
972,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.8
1002,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.7
1032,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.6
1062,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.5
1092,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.4
1122,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.3
1152,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.2
1182,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.9,0.1
1212,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,1.0
1242,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.9
1272,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.8
1302,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.7
1332,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.6
1362,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.5
1392,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.4
1422,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.3
1452,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.2
1482,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.875,0.1
1512,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,1.0
1542,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.9
1572,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.8
1602,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.7
1632,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.6
1662,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.5
1692,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.4
1722,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.3
1752,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.2
1782,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.85,0.1
1812,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,1.0
1842,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.9
1872,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.8
1902,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.7
1932,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.6
1962,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.5
1992,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.4
2022,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.3
2052,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.2
2082,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.825,0.1
2112,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,1.0
2142,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.9
2172,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.8
2202,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.7
2232,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.6
2262,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.5
2292,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.4
2322,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.3
2352,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.2
2382,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.8,0.1
2412,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,1.0
2442,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.9
2472,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.8
2502,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.7
2532,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.6
2562,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.5
2592,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.4
2622,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.3
2652,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.2
2682,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.775,0.1
2712,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,1.0
2742,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.9
2772,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.8
2802,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.7
2832,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.6
2862,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.5
2892,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.4
2922,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.3
2952,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.2
2982,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.1
3022,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.2
3052,22-23,1.0,20,0,20,20,21,1.0,0.95,0.95,0.75,0.1
