,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
7,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,1.0
37,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.9
67,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.8
97,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.7
127,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.6
157,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.5
187,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.4
217,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.3
247,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.2
277,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.975,0.1
307,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,1.0
337,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.9
367,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.8
397,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.7
427,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.6
457,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.5
487,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.4
517,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.3
547,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.2
577,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.95,0.1
607,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,1.0
637,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.9
667,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.8
697,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.7
727,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.6
757,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.5
787,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.4
817,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.3
847,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.2
877,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.925,0.1
907,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,1.0
937,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.9
967,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.8
997,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.7
1027,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.6
1057,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.5
1087,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.4
1117,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.3
1147,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.2
1177,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.9,0.1
1207,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,1.0
1237,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.9
1267,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.8
1297,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.7
1327,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.6
1357,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.5
1387,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.4
1417,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.3
1447,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.2
1477,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.875,0.1
1507,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,1.0
1537,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.9
1567,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.8
1597,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.7
1627,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.6
1657,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.5
1687,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.4
1717,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.3
1747,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.2
1777,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.85,0.1
1807,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,1.0
1837,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.9
1867,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.8
1897,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.7
1927,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.6
1957,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.5
1987,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.4
2017,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.3
2047,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.2
2077,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.825,0.1
2107,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,1.0
2137,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.9
2167,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.8
2197,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.7
2227,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.6
2257,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.5
2287,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.4
2317,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.3
2347,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.2
2377,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.8,0.1
2407,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,1.0
2437,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.9
2467,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.8
2497,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.7
2527,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.6
2557,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.5
2587,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.4
2617,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.3
2647,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.2
2677,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.775,0.1
2707,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.75,1.0
2737,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.75,0.9
2767,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.75,0.8
2797,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.75,0.7
2827,21-22,1.0,21,0,21,21,22,1.0,0.95,0.95,0.75,0.6
