X_WORLD,Y_WORLD,fluxvisaper
8.103761,-20.295105,5.804297
8.341268,-20.295362,1.7217219
8.538943,-20.294971,2.83902
8.062158,-20.294994,1.9816105
8.050511,-20.29461,7.446116
8.456378,-20.29416,39.409115
8.287322,-20.294394,7.3405457
8.05773,-20.294256,1.0955046
8.201841,-20.293812,0.6713875
8.211659,-20.293814,0.38461727
8.072418,-20.293362,1.4186358
8.389386,-20.292366,34.933365
8.436563,-20.292824,1.758995
8.080461,-20.292324,0.972238
8.477716,-20.291931,5.0582733
8.161633,-20.290848,92.87341
8.351841,-20.290136,165.43016
8.382763,-20.28996,2.3844857
8.0847025,-20.288614,33.8323
8.054439,-20.288174,18.193268
8.311633,-20.288166,16.641365
8.148976,-20.287476,0.55492634
8.125101,-20.28728,1.2592634
8.510958,-20.28648,1.4901886
8.478222,-20.286152,0.49984396
8.532868,-20.285025,2.9932163
8.215326,-20.284376,47.345795
8.305801,-20.284798,0.6021907
8.304884,-20.28491,0.6436947
8.534763,-20.28429,3.3092284
8.290425,-20.283617,1.464905
8.307072,-20.283775,0.6347269
8.309669,-20.282885,38.851894
8.347913,-20.282759,17.471327
8.053428,-20.28246,1.0236133
8.038742,-20.281755,3.2723508
8.363177,-20.28195,0.6993981
8.191329,-20.280657,71.88177
8.503235,-20.280085,54.548504
8.489555,-20.280468,0.66637415
8.441435,-20.279585,24.846415
8.3063135,-20.279142,8.223707
8.250344,-20.279335,0.5891496
8.322972,-20.278769,4.8421397
8.309164,-20.27839,2.0724933
8.540779,-20.277397,44.655895
8.414844,-20.277512,29.411438
8.032913,-20.277338,7.805444
8.392936,-20.276604,47.55917
8.186275,-20.276464,9.736442
8.291945,-20.276423,14.353377
8.048361,-20.2764,5.82537
8.277126,-20.276123,2.913349
8.255095,-20.275507,3.1164527
8.524571,-20.273808,143.42865
8.316191,-20.275042,2.6261578
8.369634,-20.274792,3.2503428
8.400279,-20.275034,0.9459495
8.267315,-20.274994,0.8838955
8.122696,-20.27449,1.5104576
8.467712,-20.274132,2.6368723
8.314043,-20.273937,2.2879891
8.335948,-20.273651,10.099186
8.513871,-20.273699,0.99036676
8.442765,-20.272476,96.14095
8.516149,-20.272997,0.7484927
8.354882,-20.272114,15.777104
8.435802,-20.272537,1.4093865
8.3419,-20.271376,93.51116
8.401804,-20.272408,0.7395807
8.5261545,-20.272049,0.9565818
8.292068,-20.270487,96.65702
8.196269,-20.271645,1.1953877
8.143403,-20.271423,0.79306173
8.391669,-20.27112,2.2602425
8.282318,-20.270672,11.223016
8.478414,-20.270756,1.6405995
8.256296,-20.270334,5.2345304
8.190253,-20.269705,17.761665
8.41269,-20.269905,6.139917
8.300624,-20.270163,1.2071842
8.528054,-20.268702,22.78294
8.216214,-20.269562,0.612863
8.221348,-20.268597,2.7259507
8.549336,-20.268507,1.154861
8.409844,-20.267866,2.4758906
8.466699,-20.265965,180.22983
8.43219,-20.267076,3.2639503
8.498989,-20.267193,1.0916059
8.096039,-20.266968,1.2541943
8.37932,-20.265593,10.885804
8.038165,-20.265749,1.2565621
8.214124,-20.265215,23.1873
8.223749,-20.265072,11.384775
8.198863,-20.26339,21.127455
8.520777,-20.263876,0.9110517
8.333483,-20.262852,3.2784436
8.332657,-20.2627,2.2422805
8.496708,-20.260834,177.38457
8.449414,-20.261978,11.681011
8.141434,-20.26198,4.822255
8.247748,-20.261856,2.3309746
8.436499,-20.261858,2.8678293
8.215139,-20.260847,56.48938
8.416491,-20.261482,3.311563
8.237663,-20.261757,5.5437717
8.174356,-20.26114,0.639181
8.265982,-20.26086,2.361039
8.41909,-20.26048,0.6086478
8.347983,-20.2588,1.9054338
8.123628,-20.258545,2.6848297
8.324492,-20.258245,2.5946052
8.35336,-20.25838,0.9289516
8.254268,-20.257978,6.857135
8.4599285,-20.257374,37.159607
8.18367,-20.25764,4.8807764
8.450555,-20.257082,2.302203
8.543696,-20.256943,0.626185
8.532927,-20.256662,0.7608559
8.372168,-20.256712,1.0651255
8.326266,-20.256031,5.4083123
8.037406,-20.255617,6.465841
8.227301,-20.255972,2.3383238
8.090851,-20.255438,4.681949
8.441058,-20.2549,15.247949
8.498549,-20.254768,10.72585
8.34817,-20.255344,0.7238254
8.307713,-20.254528,23.24473
8.297016,-20.255413,0.5056805
8.093636,-20.253654,73.23218
8.252115,-20.25494,0.59137845
8.221787,-20.254469,4.3118367
8.440239,-20.25443,0.44036943
8.46119,-20.253826,0.47054186
8.22236,-20.253279,7.2028904
8.475626,-20.24916,28.527863
8.321898,-20.253195,0.4881761
8.467778,-20.252674,1.2038145
8.28618,-20.251871,53.9641
8.207098,-20.251957,7.8747916
8.395084,-20.251858,5.273295
8.361911,-20.251202,46.530655
8.063241,-20.25087,75.27588
8.045447,-20.251663,3.4160757
8.0718565,-20.25105,6.025339
8.347158,-20.250692,12.374785
8.06711,-20.250483,18.18853
8.156825,-20.250711,4.879918
8.517738,-20.250599,2.6538043
8.43485,-20.250221,6.1811695
8.182466,-20.250563,0.85931283
8.396483,-20.25045,0.6134992
8.5303955,-20.248266,24.632246
8.498552,-20.24811,4.9912724
8.327466,-20.248285,0.87941
8.345638,-20.247984,1.9778887
8.204123,-20.247274,0.9850889
8.307709,-20.247286,0.6061016
8.553323,-20.245983,26.699245
8.187279,-20.246412,0.9871865
8.454294,-20.24585,6.0701013
8.122817,-20.2461,1.3894053
8.465814,-20.245556,1.3336861
8.046596,-20.245565,0.8202662
8.387362,-20.245047,17.86469
8.331142,-20.245413,1.3478893
8.191141,-20.245127,2.116987
8.265412,-20.24476,1.2336307
8.112691,-20.24468,1.1575441
8.305052,-20.24429,3.0798178
8.289413,-20.2428,34.916595
8.245475,-20.243423,0.81411374
8.394968,-20.243166,2.375674
8.261248,-20.243107,0.7132577
8.231671,-20.242296,3.240212
8.546415,-20.240896,1.2819811
8.166894,-20.241224,0.53040254
8.462018,-20.24078,0.75213194
8.197919,-20.23984,17.988415
8.214254,-20.240244,1.0164303
8.170879,-20.239208,1.3254486
8.314168,-20.238865,11.410321
8.492603,-20.23875,0.69398046
8.268897,-20.238033,25.792519
8.20995,-20.238127,2.2756152
8.30418,-20.238102,2.2078397
8.548511,-20.235228,187.10043
8.384263,-20.237356,1.0960681
8.039881,-20.236494,3.668727
8.115664,-20.236643,1.2916073
8.1281395,-20.235527,1.8953701
8.147092,-20.23574,14.482859
8.256739,-20.235611,1.376044
8.302142,-20.235514,1.5742619
8.283781,-20.235329,0.52729994
8.346089,-20.23508,0.7270947
8.169619,-20.234896,0.6806738
8.183294,-20.234114,10.786817
8.037289,-20.233837,0.74152976
8.229896,-20.233398,3.0156536
8.181647,-20.23358,0.541532
8.277763,-20.23306,1.6778136
8.164613,-20.23302,0.38925487
8.281441,-20.232924,0.574466
8.222615,-20.232582,3.6071136
8.552563,-20.231915,22.535835
8.495762,-20.231894,18.228807
8.201737,-20.232103,7.0907187
8.516467,-20.230595,204.50606
8.442707,-20.23182,1.8692371
8.399532,-20.231499,7.0126066
8.399828,-20.231836,5.788823
8.399323,-20.231083,4.8607345
8.297202,-20.230614,28.984636
8.399598,-20.230839,1.7013782
8.38984,-20.23045,3.3735108
8.02253,-20.229965,4.0801954
8.456765,-20.229853,2.5034869
8.486455,-20.22867,9.649647
8.2064,-20.229107,1.3963821
8.051406,-20.228298,0.9006489
8.220523,-20.226027,86.62821
8.485821,-20.226572,10.449631
8.469491,-20.226637,1.3374244
8.5378685,-20.225803,5.116452
8.19013,-20.225758,11.410716
8.172594,-20.225758,1.2471542
8.088191,-20.224705,6.6738596
8.169802,-20.22492,0.6913399
8.154922,-20.224258,1.5097467
8.257434,-20.22349,3.1553388
8.317025,-20.223467,1.8565097
8.498357,-20.223629,4.6004643
8.4683,-20.219542,76.068535
8.439414,-20.222092,6.4427395
8.026582,-20.221964,7.1502495
8.22794,-20.22166,5.614523
8.290426,-20.221457,7.444793
8.2967,-20.221926,0.6177324
8.370272,-20.22066,5.2301183
8.488734,-20.220205,26.638178
8.13359,-20.22052,3.4111922
8.255537,-20.219769,17.19781
8.41668,-20.220146,1.6679399
8.143733,-20.21831,44.911182
8.329939,-20.219692,0.6995411
8.515266,-20.21679,4.3114505
8.344435,-20.216942,2.9090006
8.15429,-20.21643,1.8768564
8.518561,-20.21621,1.1963594
8.196262,-20.21589,1.9157219
8.273207,-20.215206,21.026623
8.428334,-20.214506,22.845186
8.173793,-20.21521,0.41798005
8.214191,-20.2144,3.067958
8.02893,-20.214342,2.0565023
8.202224,-20.213842,1.746561
8.538317,-20.211721,155.68051
8.409148,-20.213085,7.606045
8.310819,-20.21367,0.8459993
8.543321,-20.212133,32.696007
8.409464,-20.211632,4.546552
8.117822,-20.21158,1.3049258
8.294798,-20.211231,3.59014
8.488356,-20.211023,1.7278342
8.338231,-20.209892,71.65903
8.25396,-20.211061,0.5895705
8.4105425,-20.21029,15.377586
8.094838,-20.210537,3.0035832
8.499185,-20.209831,1.1340666
8.315311,-20.210104,0.6943848
8.3092985,-20.209875,1.011289
8.3646345,-20.208729,56.49915
8.31702,-20.209352,1.8583716
8.244457,-20.208544,3.267096
8.134036,-20.208416,2.8377156
8.366921,-20.20853,0.8848221
8.275545,-20.20572,215.97324
8.351026,-20.206211,4.9955993
8.355583,-20.204935,99.81027
8.462715,-20.205519,24.828423
8.410415,-20.205585,26.993681
8.500828,-20.205717,1.0649161
8.380976,-20.20533,14.264715
8.497281,-20.2054,2.2057252
8.2099495,-20.205404,0.90606785
8.478605,-20.204643,20.764767
8.240405,-20.205004,2.740026
8.171959,-20.204163,78.55119
8.545155,-20.202967,162.93234
8.123968,-20.204025,3.0310102
8.209124,-20.203663,0.71771747
8.09402,-20.203455,0.7324202
8.436881,-20.202438,37.255337
8.105733,-20.203049,0.7488557
8.317083,-20.20202,36.07876
8.4389715,-20.201593,3.0720072
8.103323,-20.201622,1.2573137
8.432895,-20.200352,64.1431
8.360333,-20.201006,0.59579587
8.521727,-20.200087,5.7283816
8.053435,-20.199802,0.8380696
8.09104,-20.19849,52.02619
8.446634,-20.19723,194.4555
8.361914,-20.198765,6.304169
8.390724,-20.198606,9.695549
8.180762,-20.198908,1.0905439
8.311193,-20.198772,0.5829748
8.185257,-20.197681,46.892456
8.17386,-20.198498,1.2515074
8.354505,-20.198435,1.1042048
8.258079,-20.196642,212.84349
8.358748,-20.198528,0.9910965
8.217228,-20.197906,0.5424768
8.148979,-20.195528,93.16668
8.2277975,-20.196812,0.40667328
8.075718,-20.19622,3.7045348
8.155247,-20.19589,27.020807
8.120866,-20.19561,3.927736
8.290682,-20.195803,3.081674
8.106367,-20.195702,0.95789576
8.299356,-20.195354,2.1467905
8.153791,-20.194952,0.95786124
8.364698,-20.194296,9.614992
8.256682,-20.194109,5.9155474
8.379768,-20.193893,2.4350593
8.06059,-20.193367,7.2304363
8.03045,-20.192808,30.496292
8.058366,-20.193449,0.89156884
8.415161,-20.192995,12.997714
8.475633,-20.19242,3.8768816
8.221943,-20.192543,0.563296
8.112063,-20.191416,25.630013
8.184244,-20.192099,0.60310006
8.236611,-20.190956,12.2702
8.182978,-20.190666,0.50227064
8.5159025,-20.190186,3.157407
8.107061,-20.189962,1.9110721
8.334372,-20.189213,17.828732
8.417129,-20.18932,8.064781
8.3092985,-20.188837,1.1847599
8.45088,-20.188488,0.5645448
8.344821,-20.187271,74.87272
8.447266,-20.186787,2.8217447
8.2522545,-20.184639,95.536995
8.496653,-20.18585,3.1477816
8.02557,-20.185623,1.7893747
8.30246,-20.185827,1.2108822
8.553201,-20.185186,5.8477154
8.0753355,-20.185333,0.9122121
8.465758,-20.183907,81.65624
8.514888,-20.18466,1.2901264
8.295115,-20.183681,9.018964
8.1544895,-20.183187,27.301428
8.19336,-20.183636,0.7734328
8.051215,-20.18324,0.89842963
8.272826,-20.181993,135.57211
8.255603,-20.183136,4.514645
8.302659,-20.183197,2.224502
8.439604,-20.183184,1.5375054
8.453541,-20.183329,0.40205866
8.111432,-20.181347,146.76572
8.065906,-20.182133,47.313736
8.430928,-20.18271,1.1566452
8.137962,-20.181883,21.371695
8.373694,-20.182253,0.54897857
8.10497,-20.181723,2.269819
8.220778,-20.181484,27.81868
8.361604,-20.181683,3.943999
8.336336,-20.181805,0.8195628
8.246673,-20.181581,1.7202355
8.023861,-20.181507,0.9057042
8.221414,-20.18116,2.0687618
8.402437,-20.180323,8.208994
8.281694,-20.18046,0.59494597
8.445496,-20.17944,14.188972
8.0836935,-20.179852,0.48780304
8.21698,-20.178822,35.70947
8.284098,-20.179087,4.721679
8.122894,-20.178543,22.624578
8.251864,-20.179077,1.466454
8.416432,-20.178232,0.56931
8.305056,-20.177197,9.162506
8.232371,-20.176428,8.231337
8.5277405,-20.176668,0.69854933
8.063943,-20.176214,3.4441767
8.2867565,-20.176168,2.0834823
8.232184,-20.176228,1.1721892
8.511785,-20.175684,8.862169
8.068944,-20.174187,160.05586
8.379836,-20.175219,11.116812
8.3668585,-20.175566,2.7728724
8.514576,-20.17568,0.50266975
8.196974,-20.174158,128.27898
8.304679,-20.175508,1.0644598
8.020319,-20.175121,2.4512188
8.14239,-20.174902,1.6838583
