X_WORLD,Y_WORLD,fluxvisaper
8.529164,-21.096527,5.179047
8.4862,-21.096632,0.73237634
8.328976,-21.096437,1.0305637
8.155446,-21.096518,0.53290355
8.447005,-21.095825,1.939884
8.553061,-21.094398,82.8273
8.157639,-21.095469,1.4741976
8.079535,-21.095129,0.9560363
8.288896,-21.09344,87.01682
8.022751,-21.093946,14.117857
8.17239,-21.093948,2.3084557
8.229872,-21.093212,34.25661
8.428848,-21.093777,0.7598008
8.34829,-21.093418,6.9320745
8.164997,-21.093727,1.2883693
8.111271,-21.092426,2.423751
8.144409,-21.091816,2.634732
8.343894,-21.09194,1.297329
8.04677,-21.091574,2.7686453
8.264479,-21.091734,0.7364142
8.482821,-21.090988,5.4026804
8.254794,-21.09007,10.812889
8.055947,-21.089037,115.96323
8.326942,-21.0901,3.4760177
8.096553,-21.089645,2.295307
8.094323,-21.089344,6.553319
8.082211,-21.087685,228.70914
8.538334,-21.089367,2.2565675
8.154608,-21.089054,0.50889677
8.195333,-21.08822,1.5487056
8.545926,-21.086504,18.764772
8.018157,-21.087646,0.7603744
8.135362,-21.087114,25.949959
8.05812,-21.087137,20.278816
8.153907,-21.086716,0.71810174
8.261422,-21.084064,64.85714
8.312093,-21.085043,0.85639834
8.442611,-21.084362,6.969024
8.483142,-21.082672,196.73874
8.549491,-21.083338,55.88031
8.271685,-21.084387,0.82608193
8.384051,-21.08393,1.2980028
8.418077,-21.084148,0.49367663
8.160727,-21.083868,1.7652346
8.442229,-21.083342,0.6058462
8.16015,-21.082558,33.228542
8.141868,-21.082167,13.87596
8.481028,-21.080591,101.36687
8.234276,-21.081459,10.570536
8.262823,-21.081629,3.3290334
8.424318,-21.081142,7.8219438
8.318847,-21.08072,4.8813057
8.057989,-21.079866,47.763237
8.156267,-21.080797,1.8727865
8.044348,-21.080557,1.5619922
8.114647,-21.080185,12.460959
8.357912,-21.079918,2.7563155
8.305718,-21.080141,0.54788935
8.405331,-21.079777,0.96039957
8.154226,-21.079077,1.6814435
8.168822,-21.07816,36.83044
8.0597725,-21.078917,0.4955769
8.123057,-21.077858,4.142688
8.419604,-21.077599,1.6372594
8.148999,-21.076887,15.316713
8.475558,-21.075504,200.11436
8.256197,-21.076756,16.37897
8.118409,-21.076351,35.598415
8.143966,-21.075764,6.8619304
8.443821,-21.075394,3.6656325
8.017524,-21.074955,2.6470218
8.094768,-21.075035,2.9618635
8.277994,-21.074635,1.6333612
8.127523,-21.073633,4.697949
8.420119,-21.073143,8.438453
8.367922,-21.072866,4.1594844
8.061814,-21.072746,2.0971024
8.106806,-21.072636,3.6870983
8.061813,-21.072348,6.384206
8.25085,-21.072771,0.81611234
8.324836,-21.07168,23.175005
8.175451,-21.072157,0.893101
8.439744,-21.072025,1.1331645
8.373082,-21.071577,6.391923
8.026188,-21.070564,2.268938
8.438404,-21.070246,24.643324
8.499663,-21.06947,14.123962
8.39615,-21.069246,123.63295
8.412914,-21.069954,5.815631
8.327701,-21.069483,1.5494316
8.387643,-21.067453,8.126555
8.033665,-21.069231,0.8198443
8.268432,-21.069006,5.4832997
8.343571,-21.069305,0.78446317
8.441336,-21.068472,2.8684852
8.367026,-21.06723,76.29303
8.146706,-21.068237,0.7282733
8.416225,-21.067276,1.2116584
8.231977,-21.06703,0.6932689
8.095211,-21.066175,1.090379
8.13326,-21.066061,1.2611386
8.09968,-21.065405,0.5630877
8.4805975,-21.064919,3.50648
8.316039,-21.0648,2.0382254
8.252827,-21.063671,0.6347444
8.449239,-21.062057,4.313246
8.093735,-21.059065,12.036045
8.312475,-21.06198,0.4111322
8.092281,-21.06157,1.3397596
8.154291,-21.06121,5.977323
8.234468,-21.060858,0.59076464
8.028801,-21.058956,21.025997
8.469886,-21.059769,0.6414648
8.518907,-21.058598,9.900176
8.289913,-21.058832,4.333141
8.484867,-21.058554,10.58093
8.383667,-21.05868,0.676115
8.125424,-21.058092,2.0702615
8.1062355,-21.057873,0.91863406
8.026765,-21.057514,0.563165
8.369636,-21.057556,1.7175844
8.276979,-21.057732,0.6377385
8.349878,-21.057405,0.42807925
8.211719,-21.056644,2.650132
8.2136965,-21.055948,45.70103
8.315026,-21.056559,0.80660474
8.062195,-21.055159,62.30873
8.231345,-21.05547,24.660063
8.486905,-21.055635,1.3720595
8.499144,-21.054653,51.15325
8.203178,-21.055063,0.6135485
8.110634,-21.0539,43.22059
8.386662,-21.054235,6.767143
8.069658,-21.053404,18.684797
8.228984,-21.053741,8.881466
8.220061,-21.053534,2.1443307
8.170288,-21.05256,17.255962
8.110187,-21.05026,127.39323
8.030963,-21.051573,0.43507767
8.199476,-21.050638,31.041365
8.107894,-21.051338,0.6423556
8.223184,-21.050434,8.622843
8.451854,-21.04881,204.68605
8.335031,-21.050627,0.59665155
8.22758,-21.049692,47.941166
8.050026,-21.049171,48.43773
8.501822,-21.048365,114.56286
8.504441,-21.049412,5.1422253
8.247724,-21.048689,3.5688758
8.352691,-21.048523,8.400876
8.528653,-21.04818,9.187319
8.3932905,-21.0485,0.621759
8.109678,-21.046541,114.63056
8.308525,-21.047848,0.87739265
8.344657,-21.047781,6.6768565
8.24511,-21.047073,4.1380553
8.230259,-21.04724,0.99259794
8.039445,-21.046469,4.895398
8.311331,-21.045834,18.107985
8.393414,-21.046162,2.1200526
8.256454,-21.045475,53.105564
8.497177,-21.04591,0.79214394
8.484874,-21.04572,1.2957542
8.317383,-21.044712,66.49774
8.195599,-21.045708,0.61133456
8.412727,-21.044136,166.0039
8.289346,-21.045683,0.6207543
8.077047,-21.044691,26.020227
8.323437,-21.045513,0.9343894
8.302224,-21.045378,0.8890186
8.099291,-21.044489,29.221487
8.3303175,-21.044668,9.67955
8.272206,-21.044624,0.48567453
8.293227,-21.044296,0.7429553
8.354469,-21.043737,1.33165
8.360726,-21.042974,0.5908093
8.38717,-21.042322,6.932927
8.121022,-21.042492,1.5440835
8.134729,-21.041224,0.6246618
8.069526,-21.039711,24.55221
8.246956,-21.039833,7.067868
8.142757,-21.040005,0.47754437
8.420501,-21.038782,7.2662826
8.040211,-21.037931,4.8076777
8.514892,-21.037268,5.0176396
8.421266,-21.03679,24.978197
8.111593,-21.037354,0.54408324
8.320507,-21.037283,1.143761
8.393227,-21.037155,0.9737106
8.137597,-21.036924,0.95640683
8.133964,-21.036667,3.1382833
8.09465,-21.03484,175.14684
8.3987665,-21.036726,0.5051609
8.519287,-21.036482,0.65628606
8.319681,-21.036217,0.76325566
8.332105,-21.035662,0.7419253
8.218595,-21.035175,3.9707303
8.05481,-21.035164,1.4265084
8.106875,-21.035128,2.4545102
8.326305,-21.034979,1.8889406
8.343771,-21.034765,2.0297153
8.381243,-21.034327,10.014103
8.341982,-21.034386,4.211109
8.171435,-21.033495,24.965332
8.271112,-21.033613,17.116451
8.161368,-21.032526,117.81329
8.371494,-21.033236,14.178936
8.222229,-21.033699,0.9650349
8.210504,-21.033386,0.76309204
8.155058,-21.032398,36.495262
8.056846,-21.031927,22.682455
8.339876,-21.03032,147.90103
8.387424,-21.031494,0.59009564
8.524893,-21.029278,146.65518
8.210563,-21.030722,2.955463
8.3260565,-21.031017,0.5098415
8.478123,-21.02995,3.6646602
8.371812,-21.030268,0.75229114
8.113311,-21.029484,1.8940254
8.261493,-21.02964,0.8829777
8.441789,-21.029005,2.67635
8.227261,-21.029194,0.6582677
8.524071,-21.028706,1.4550513
8.544781,-21.027264,157.79086
8.478827,-21.028635,0.4031239
8.401701,-21.027878,12.480525
8.551853,-21.02817,0.6150965
8.339181,-21.028233,0.701072
8.141167,-21.027262,17.460032
8.279972,-21.027708,1.4228355
8.304322,-21.02676,9.582242
8.070484,-21.027124,0.5331273
8.135495,-21.026363,6.965783
8.096238,-21.026648,0.38670537
8.079665,-21.02609,2.5594923
8.132302,-21.025833,2.6115468
8.530061,-21.02556,1.4533242
8.072395,-21.025383,0.78434277
8.023133,-21.025389,0.4795166
8.045307,-21.025078,1.8856374
8.034099,-21.024958,0.738898
8.432611,-21.024426,15.638265
8.436374,-21.024525,5.495958
8.513167,-21.024189,2.3929477
8.391756,-21.022873,52.528812
8.349824,-21.022007,0.6729322
8.312038,-21.021368,5.3767014
8.521326,-21.020876,11.635085
8.183609,-21.020998,10.812676
8.152131,-21.020433,1.2651193
8.347029,-21.020344,0.93262404
8.414065,-21.01955,5.3633523
8.429107,-21.01962,1.2439952
8.507368,-21.018404,48.68655
8.08253,-21.018572,8.668789
8.227266,-21.01889,2.736568
8.182652,-21.01824,20.903982
8.147348,-21.017828,66.81564
8.483021,-21.018103,0.8638296
8.521901,-21.017452,5.2823963
8.313246,-21.017967,0.48866567
8.060662,-21.01723,1.0229062
8.375442,-21.017,9.17364
8.199222,-21.017433,1.0111035
8.125044,-21.01595,16.513653
8.517116,-21.0158,4.449413
8.404002,-21.01633,0.40086818
8.357283,-21.015755,8.452514
8.3632,-21.015526,0.86087316
8.063285,-21.014933,0.8057948
8.144033,-21.014143,3.1246219
8.044418,-21.013142,20.96814
8.054746,-21.01249,89.14472
8.398394,-21.013746,0.50698787
8.404893,-21.013376,1.527199
8.41904,-21.012781,17.598307
8.093239,-21.0133,0.67256856
8.22433,-21.013123,3.2917879
8.295649,-21.01296,6.740211
8.044611,-21.012375,21.077572
8.26461,-21.012655,1.2554086
8.318278,-21.012272,5.4152303
8.471937,-21.011314,1.358598
8.420501,-21.011452,0.45901543
8.034733,-21.01036,3.2059085
8.46193,-21.01097,0.71892864
8.12708,-21.010126,18.97242
8.397243,-21.010765,1.0641413
8.077249,-21.010061,1.7431055
8.546756,-21.008646,112.32927
8.3967285,-21.009138,6.4600735
8.154425,-21.008194,16.622877
8.417317,-21.007608,1.6573371
8.2309,-21.006908,26.706999
8.33339,-21.007414,0.5398692
8.031161,-21.006464,2.049012
8.527956,-21.006187,6.753238
8.042001,-21.005661,2.1035826
8.094511,-21.004765,4.494568
8.325032,-21.004744,1.1551901
8.352312,-21.004284,1.2652228
8.525275,-21.003199,3.485175
8.406885,-21.00349,0.761338
8.528851,-21.002787,0.43420252
8.542483,-21.002504,0.8202593
8.169208,-21.001568,17.138605
8.484047,-21.001713,4.781913
8.516297,-21.001951,0.47794595
8.1207075,-21.001467,2.2906415
8.460146,-21.001171,6.9849725
8.328968,-21.001587,1.7172064
8.1226845,-21.001198,1.0549127
8.312539,-21.000654,12.266369
8.151239,-21.00032,0.9327789
8.313623,-20.999681,11.444168
8.105291,-20.998371,104.26429
8.206043,-20.9997,0.81718117
8.068766,-20.998089,95.23796
8.410048,-20.998705,31.611628
8.023384,-20.998081,53.142128
8.39616,-20.99847,1.0890701
8.314838,-20.998207,4.8757668
8.523496,-20.997828,2.0283737
8.351102,-20.997778,5.5607605
8.311011,-20.998013,0.7131981
8.225292,-20.996891,5.8890357
8.467922,-20.997137,0.5071512
8.204839,-20.996984,1.4278061
8.164237,-20.996847,1.1717722
8.460653,-20.996304,10.191679
8.128422,-20.996227,7.342884
8.230072,-20.99549,12.714285
8.432232,-20.994677,66.580055
8.100506,-20.99487,5.3620715
8.162643,-20.99475,3.5130374
8.07808,-20.994873,1.9312013
8.117009,-20.993958,8.055333
8.429111,-20.994528,0.5673737
8.296225,-20.994284,6.8872952
8.161436,-20.994053,3.4826941
8.02549,-20.99315,35.501114
8.19929,-20.99224,217.03929
8.11682,-20.993303,1.7997417
8.350077,-20.99284,39.80372
8.026319,-20.991274,76.839
8.549753,-20.992252,1.497608
8.548798,-20.991846,3.3802683
8.300365,-20.991806,3.236174
8.032503,-20.991869,0.5047852
8.366017,-20.99189,0.7896483
8.519034,-20.990984,0.51960063
8.2523775,-20.989471,96.25762
8.547463,-20.990639,0.56122816
8.478502,-20.990288,0.82106674
8.140086,-20.989315,55.96632
8.455109,-20.988457,123.07037
8.349255,-20.989592,1.7514753
8.446127,-20.98934,0.64156824
8.116315,-20.989376,0.47045314
8.461036,-20.987524,187.56302
8.44861,-20.988834,1.5774935
8.49316,-20.988441,8.8141365
8.284566,-20.988907,0.8495971
8.098719,-20.988016,9.1640415
8.317898,-20.98801,0.70392936
8.150534,-20.987938,0.71739525
8.300183,-20.987074,1.2221333
8.415214,-20.986643,0.7620188
8.239766,-20.986656,0.81543154
8.296739,-20.986122,4.216217
8.242762,-20.986177,3.2682395
8.13021,-20.986408,0.5188573
8.467222,-20.98635,0.3891963
8.454607,-20.986078,0.37733206
8.357793,-20.985216,16.428614
8.240593,-20.984959,4.5048666
8.152196,-20.984932,1.1507548
8.198147,-20.984104,13.890165
8.475059,-20.984367,5.8932395
8.335621,-20.984632,2.5073755
8.471109,-20.983782,6.5671735
8.109618,-20.982445,7.187895
8.518976,-20.9816,73.00499
8.290171,-20.982517,2.1936102
8.420571,-20.982134,0.6557588
8.356959,-20.98193,1.796045
8.5291,-20.981487,4.624807
8.140784,-20.981823,0.86742306
8.513873,-20.980017,65.97064
8.536366,-20.980198,43.669754
8.149899,-20.980919,1.8862793
8.450014,-20.98053,0.97103626
8.549306,-20.979998,3.3219588
8.277551,-20.980131,2.4813766
8.373851,-20.979128,8.4844675
8.378571,-20.979015,1.9370848
8.209936,-20.979126,0.5634074
8.124217,-20.978058,6.264747
8.50272,-20.978123,5.6005697
8.105096,-20.977108,73.202965
8.093372,-20.977806,4.36027
8.105223,-20.977734,1.7792872
8.15359,-20.976776,36.52423
8.29769,-20.976458,0.49719718
8.278958,-20.975409,4.2095056
8.049781,-20.975264,1.1132816
8.1630945,-20.975435,1.0193014
8.131477,-20.974438,26.63577
8.476063,-20.973545,6.256799
8.082916,-20.974129,27.28766
8.105668,-20.973707,21.937086
8.332022,-20.973558,5.114163
8.020014,-20.974121,0.8789762
8.363399,-20.973232,4.7476573
8.231987,-20.973324,0.74508053
8.264678,-20.972197,61.274292
8.512339,-20.97283,0.8269891
8.415381,-20.972162,2.3305101
8.407821,-20.970465,148.30563
8.502977,-20.97189,0.8891922
8.191582,-20.97062,24.22491
8.540322,-20.970106,8.575919
8.035244,-20.970247,2.5426745
8.222108,-20.969656,27.565655
8.29425,-20.970247,1.3824874
8.312734,-20.96977,3.1456325
8.297312,-20.969658,1.1837411
8.102359,-20.968454,4.0850563
8.098149,-20.968473,1.6577346
8.150027,-20.968237,0.6607966
8.287881,-20.967398,11.700389
8.134539,-20.96771,2.5086017
8.522094,-20.966827,2.0756152
8.379913,-20.966238,10.90527
8.328268,-20.96612,7.34941
8.046947,-20.966291,0.6182923
8.426175,-20.966,2.307522
8.070296,-20.965572,3.479107
8.046983,-20.965715,4.089215
8.159652,-20.963474,172.28265
8.272394,-20.964277,2.9909706
8.326887,-20.964453,2.254122
8.512916,-20.963497,5.807819
8.240338,-20.963583,0.83485544
8.272076,-20.963621,0.6157849
8.140656,-20.961678,19.390057
8.527708,-20.961714,0.8890418
8.178009,-20.960884,16.908588
8.391195,-20.960941,1.4715433
8.1318,-20.959164,115.84068
8.256778,-20.960613,1.6856787
8.231098,-20.959612,48.32891
8.072656,-20.960283,0.88279843
8.399923,-20.960093,3.1070461
8.173802,-20.95945,3.3237348
8.058827,-20.958225,34.462334
8.023199,-20.958002,12.700681
8.269715,-20.957819,33.337452
8.513366,-20.956781,40.34695
8.0687065,-20.958145,2.6706567
8.479481,-20.958439,0.5683778
8.052392,-20.957407,38.250366
8.073865,-20.957973,2.0512996
8.065644,-20.956629,81.508675
8.343586,-20.95754,4.091703
8.087573,-20.957588,0.8568541
8.428795,-20.956604,46.41039
8.20222,-20.956394,2.2404284
8.135561,-20.955732,9.335493
8.160349,-20.955488,27.039558
8.449822,-20.954489,176.47168
8.390874,-20.955435,3.392839
8.547271,-20.954782,5.8784904
8.3989725,-20.955387,0.40664977
8.174497,-20.955261,0.8061477
8.049588,-20.954424,0.47518882
8.210194,-20.952993,128.58723
8.152004,-20.953224,59.502678
8.203819,-20.953274,52.202835
8.315353,-20.95402,0.6944782
8.335745,-20.952705,12.791319
8.33517,-20.952053,3.4448392
8.127021,-20.951632,7.5090756
8.188587,-20.951992,0.7700789
8.431592,-20.951134,6.1864486
8.517507,-20.950466,2.2378726
8.059711,-20.950352,3.8093705
8.0992985,-20.948366,96.1155
8.151558,-20.949942,2.2222664
8.288583,-20.94961,10.290247
8.026072,-20.949642,1.4220762
8.247855,-20.948887,25.875721
8.121856,-20.94941,0.6389453
8.110831,-20.948483,7.3823786
8.035055,-20.948727,2.1396859
8.262709,-20.948648,0.8058042
8.128487,-20.946375,153.62459
8.327905,-20.947903,0.55159044
8.452755,-20.9471,2.001094
8.29196,-20.945787,79.9611
8.140916,-20.947,0.4918178
8.378635,-20.946798,0.74192846
8.100955,-20.946157,8.757608
8.144295,-20.946455,0.7470634
8.339824,-20.946205,2.3142514
8.478742,-20.94562,10.634178
8.092475,-20.945417,6.0455256
8.367164,-20.945333,8.352617
8.204777,-20.945633,1.2780291
8.267362,-20.945116,10.908674
8.46231,-20.94449,3.5100815
8.15748,-20.944101,16.327757
8.535229,-20.944328,0.56689215
8.200246,-20.943937,3.7028735
8.437973,-20.94287,47.03749
8.42414,-20.94336,4.2424273
8.145757,-20.942896,15.10729
8.219433,-20.942703,0.7713377
8.405851,-20.942728,0.4855249
8.096813,-20.941957,3.676476
8.144167,-20.941189,2.3122854
8.414773,-20.940971,5.6115108
8.019632,-20.939728,79.323166
8.42204,-20.940315,14.093771
8.127597,-20.940374,5.492777
8.079156,-20.940416,2.349841
8.553395,-20.93993,1.7925638
8.433507,-20.94034,0.52723515
8.424267,-20.939766,0.89300317
8.355693,-20.939001,8.638133
8.384186,-20.939312,1.2991984
8.141234,-20.93843,3.8360753
8.450014,-20.9382,0.6823972
8.147093,-20.937002,72.04909
8.164367,-20.938047,0.5718098
8.373733,-20.937172,0.5821268
8.04538,-20.935007,33.6684
8.345623,-20.935545,0.8227694
8.061954,-20.93458,40.194958
8.1140785,-20.934433,9.407725
8.321915,-20.934303,2.871357
8.544525,-20.934025,1.7766179
8.426309,-20.933239,8.421589
8.258309,-20.932915,1.8346264
8.3871765,-20.932144,2.2768059
8.375451,-20.931864,6.7081766
8.14053,-20.931509,2.0433147
8.074249,-20.930794,0.85477215
8.357031,-20.926414,3.4172845
8.031307,-20.922932,10.415345
8.02282,-20.92502,3.6220088
8.045698,-20.925035,152.74454
8.440579,-20.926773,0.3990519
8.04761,-20.929533,0.628288
8.046469,-20.921728,0.4215933
8.154682,-20.922197,3.2154443
8.167235,-20.92246,48.98223
8.346579,-20.920568,4.0598807
8.032963,-20.92467,74.95867
8.290623,-20.920734,2.392586
8.029512,-20.925611,36.115208
8.214712,-20.93066,2.273815
8.15863,-20.922213,78.170105
8.120134,-20.923853,3.746941
8.401896,-20.922802,21.683386
8.265247,-20.921366,1.5542085
8.396037,-20.92228,0.42436954
8.088199,-20.928795,25.673903
8.389538,-20.92893,50.802036
8.499471,-20.926065,228.98454
8.440581,-20.920938,1.0959027
8.081453,-20.925419,42.841187
8.532037,-20.923128,0.97634673
8.018742,-20.928614,28.412174
8.235426,-20.927187,0.6475871
8.32867,-20.92512,4.0861206
8.086552,-20.929697,2.165703
8.50859,-20.92083,83.868645
8.244862,-20.925817,31.486536
8.116445,-20.9256,1.5731109
8.436251,-20.927446,1.9600608
8.338552,-20.92719,15.64869
8.217458,-20.925531,17.425419
8.1379175,-20.92325,4.778358
8.076038,-20.927454,0.7112974
8.240592,-20.920347,2.124207
8.730313,-19.919529,5.688789
9.001121,-19.919737,0.51349396
8.996814,-19.918901,25.42482
8.726957,-19.9187,51.27417
8.947241,-19.918943,6.832201
8.94135,-19.918629,21.951889
8.683145,-19.917728,76.48149
9.077868,-19.918093,3.839123
8.752733,-19.918308,3.4068692
8.61172,-19.918018,8.957883
8.702201,-19.918211,1.3283365
8.627106,-19.917439,15.435338
8.906589,-19.916891,86.988785
8.681877,-19.917528,2.1055977
8.900137,-19.917515,1.1939452
9.04868,-19.917278,0.9484146
8.816045,-19.916515,4.23582
8.911276,-19.915352,13.244451
8.66073,-19.914347,70.71353
8.643745,-19.91468,54.5704
8.853594,-19.914516,21.986275
8.929131,-19.914835,5.7526717
9.023726,-19.914524,1.0708822
8.652114,-19.91413,6.5221224
9.074508,-19.911617,167.76562
9.007771,-19.913725,12.054713
8.842006,-19.91366,11.116074
8.865307,-19.913858,0.8863335
9.021581,-19.912613,0.8980349
8.673391,-19.91243,3.1745574
8.660348,-19.912575,0.66883314
8.853215,-19.912537,0.68735397
9.020435,-19.91058,102.72428
8.9726305,-19.91159,1.8793591
8.695869,-19.911467,2.4935536
8.608874,-19.910261,2.039418
8.824342,-19.909584,57.29964
8.783247,-19.909777,3.2640707
8.695927,-19.90985,0.69117635
9.083692,-19.908285,87.379814
8.998278,-19.909035,2.7688587
8.758553,-19.908495,2.6042006
8.954772,-19.908215,1.8842863
9.028037,-19.907976,1.1899018
9.043671,-19.906681,3.1745355
8.659524,-19.90623,1.3937306
8.583987,-19.906208,1.038004
8.574551,-19.904554,99.67406
8.669022,-19.905525,2.1796508
8.868222,-19.90535,6.985196
9.073941,-19.905304,1.6094605
8.659589,-19.90417,65.51836
9.01809,-19.904306,12.916862
8.854291,-19.90393,12.221828
8.956614,-19.904516,0.47246644
8.619447,-19.903776,8.930651
8.591142,-19.901875,229.04968
8.730313,-19.90363,12.737067
9.0929365,-19.903961,0.7559794
8.569927,-19.90289,4.456282
8.652056,-19.902987,1.5506943
9.041959,-19.90315,0.6008494
8.770711,-19.902716,9.656962
8.748299,-19.902824,1.8494937
8.908618,-19.90187,38.80097
8.701127,-19.901388,51.55678
8.7491255,-19.902065,0.8654016
8.667058,-19.900324,29.460793
8.965857,-19.8999,3.5530682
8.921346,-19.899935,2.402027
8.850936,-19.900024,1.4990441
8.919573,-19.899857,2.2502897
8.9228,-19.899603,1.1714877
9.001315,-19.899237,4.2392836
8.806995,-19.899158,3.6831007
8.615075,-19.898226,17.704525
8.712838,-19.898777,0.6220793
8.853531,-19.898207,2.7045267
8.800602,-19.897346,0.6693557
8.829587,-19.896866,6.111391
8.623241,-19.896025,41.460236
8.81326,-19.896112,15.371696
9.066215,-19.896387,2.4893777
8.717586,-19.895971,29.010424
8.586454,-19.89634,2.5672395
9.060137,-19.895826,6.939762
8.627105,-19.896189,0.849633
9.075332,-19.89556,3.5713708
8.634011,-19.895332,17.49409
8.719041,-19.894234,144.1659
8.796671,-19.895782,1.7975206
8.701946,-19.895163,13.309115
8.669847,-19.894562,2.3980021
8.768686,-19.894255,4.425183
8.955855,-19.89383,0.9407234
8.802432,-19.892797,3.8544946
8.890952,-19.892101,6.872359
9.023353,-19.892323,0.90918356
8.649839,-19.891872,5.5578356
8.737152,-19.891731,5.948729
8.99555,-19.891006,59.806744
8.8471985,-19.891901,1.7692392
8.963765,-19.89161,1.5258703
8.862395,-19.89044,99.33145
8.607673,-19.891296,0.70392406
8.812436,-19.891321,2.3471162
8.776476,-19.889593,75.136444
8.689476,-19.889864,40.640766
8.637175,-19.889982,25.08004
8.862589,-19.889833,6.071284
8.768248,-19.890247,0.68744695
9.026198,-19.889921,0.5654596
8.75906,-19.889221,13.7449
8.778753,-19.888771,22.515985
8.735063,-19.888723,2.6916094
8.845299,-19.888449,1.3200833
9.047852,-19.887922,5.945016
8.971681,-19.887873,3.9923358
8.917356,-19.88744,7.7105093
8.856887,-19.887276,10.650337
8.891777,-19.887213,3.7530901
8.67301,-19.88657,26.728926
8.797941,-19.885962,0.6530563
8.808513,-19.884022,88.243454
8.733101,-19.884638,9.238845
8.592473,-19.8842,4.336967
8.823457,-19.883743,6.574119
8.660542,-19.883667,6.274782
8.880762,-19.88397,0.36675254
8.999035,-19.882484,8.282922
8.840676,-19.881659,21.011158
8.5612,-19.882277,0.608037
8.929132,-19.882036,2.6398418
8.714234,-19.881157,37.276318
8.63287,-19.881838,0.6809961
8.949587,-19.880384,2.501169
9.080908,-19.88025,1.0857577
8.565242,-19.87982,1.0655406
8.67928,-19.879158,14.245494
8.961552,-19.878645,44.90096
8.891458,-19.878672,7.0581136
9.0084095,-19.8786,0.72607565
8.837258,-19.876608,186.85182
8.923307,-19.87806,6.1922855
8.635154,-19.878267,1.3221263
8.861826,-19.877077,3.737429
8.8963375,-19.876743,6.974268
8.869367,-19.876043,14.711244
8.899564,-19.875408,46.621746
8.692134,-19.875042,7.146293
8.757419,-19.875305,1.4573692
8.824534,-19.874353,20.748926
8.978582,-19.874575,1.8873348
9.048298,-19.873919,24.20128
8.66371,-19.873985,5.032684
8.741839,-19.873638,0.6366351
8.928057,-19.872591,15.743388
8.986437,-19.872898,1.8001754
9.024745,-19.87289,1.0506481
8.71503,-19.869251,40.637047
8.70632,-19.87251,1.4903411
8.906912,-19.872051,7.0789967
8.791483,-19.87069,155.91975
8.772493,-19.872278,0.52576345
8.856508,-19.872105,0.9957495
8.606724,-19.870905,1.1461306
8.558667,-19.87077,0.81234324
8.76698,-19.870829,1.2812448
8.557519,-19.870043,13.589298
8.838466,-19.870441,1.0032296
9.0468445,-19.870045,2.0497527
9.04678,-19.86983,2.115234
8.838085,-19.868883,68.16612
9.018472,-19.868814,5.461824
9.077246,-19.868965,0.45943072
8.90609,-19.866385,129.14758
8.675233,-19.867537,1.3194169
8.957141,-19.86703,9.7636
8.66801,-19.866632,1.7861414
8.872842,-19.866407,3.685716
8.918496,-19.866257,8.289126
8.960347,-19.86652,0.74989414
8.780404,-19.866478,0.9511002
8.814149,-19.86559,1.0910329
8.602859,-19.864082,14.494162
8.82067,-19.864119,0.5094554
8.93135,-19.863888,0.782491
8.853973,-19.86311,38.883633
8.571705,-19.863295,4.308238
9.044119,-19.862947,17.829176
9.077108,-19.863317,1.5203352
8.959907,-19.863384,3.6476054
9.052289,-19.86351,0.600477
8.704293,-19.862125,2.9307156
8.752983,-19.86224,2.4406593
8.726897,-19.861856,0.7867844
8.985929,-19.860186,133.42648
9.087239,-19.86135,2.286447
8.57063,-19.86131,1.2660401
8.64376,-19.860762,11.243595
8.703976,-19.860918,4.1417866
9.066029,-19.860033,6.210238
8.705493,-19.860308,0.9400652
8.76115,-19.859072,23.259727
8.709169,-19.859562,1.0071971
8.694798,-19.85797,119.01537
8.891776,-19.859434,0.62485325
8.586083,-19.85852,1.7147677
8.761088,-19.858438,3.0037813
9.007333,-19.857954,8.00272
8.843213,-19.856897,87.153145
8.7952175,-19.857815,2.8489695
8.814786,-19.857677,2.8482673
9.082806,-19.856653,73.336365
8.746905,-19.857655,1.0002972
8.935408,-19.857658,0.6348508
8.606217,-19.85676,1.0338438
8.951928,-19.856241,4.7241945
8.986943,-19.85616,0.7987175
8.920712,-19.8559,1.4922177
8.767484,-19.855356,8.606127
8.915208,-19.855396,0.6910482
8.562716,-19.854815,4.8240433
8.924137,-19.854645,1.782257
9.027654,-19.854412,1.1763622
9.002204,-19.853155,24.92319
8.666241,-19.853786,0.43866536
8.886151,-19.853228,3.1524875
9.031962,-19.853037,2.410974
8.604503,-19.852272,35.020138
8.957564,-19.853111,0.5269636
8.711132,-19.85062,51.518234
8.910587,-19.851347,1.6328236
9.078631,-19.850834,0.5956388
9.082616,-19.850534,1.4397315
9.091165,-19.849987,1.1740164
8.768694,-19.850163,1.0963017
8.597917,-19.84933,0.8690902
8.868602,-19.849205,3.2664657
8.928,-19.848967,0.5343254
8.762359,-19.848206,3.6249864
9.045897,-19.847403,1.5922906
8.6746645,-19.847107,6.1952834
8.848154,-19.84708,0.55277634
9.019867,-19.845055,173.66643
9.088379,-19.845776,17.503609
8.741968,-19.844656,137.88719
9.005432,-19.84533,20.260159
8.857466,-19.845673,4.95404
9.081608,-19.845068,2.2018464
9.004608,-19.843924,50.47843
8.559805,-19.84429,5.5135503
8.988907,-19.844202,10.473275
9.071539,-19.844122,1.365998
9.028924,-19.843697,2.617574
8.907865,-19.843657,1.9659609
8.70816,-19.84334,0.90356493
