,0.0,0.001,0.003,0.01,0.03,0.1,0.3,1.0,3.0,10.0,30.0
0,647.3732910159999,2708.04125977,2755.42211914,2173.56665039,3475.50146484,2992.26904297,3489.46459961,2155.9543457,2872.68115234,2153.02539062,
1,2186.94946289,2794.62792969,3523.42944336,2999.72192383,2748.43066406,2906.88183594,3534.67749023,2980.31616211,2912.46630859,1537.66503906,
2,3463.37939453,1896.88867188,2786.60913086,2654.39624023,3440.51220703,2164.47900391,777.6473388669999,3019.92529297,4017.67431641,1430.6751709,
3,2779.22216797,2139.65185547,3534.19848633,2227.66064453,2192.31933594,3563.84130859,3110.1875,3935.80053711,1885.16967773,3567.23681641,
4,2642.95214844,3545.08447266,4208.99511719,3846.4699706999995,3923.94921875,2830.01367188,2711.00146484,2118.92871094,1181.45996094,57.879516601599995,
5,2158.51074219,,2475.5390625,3073.81396484,2825.73876953,2755.30053711,3843.77050781,3385.79370117,3110.35571289,2818.11474609,
6,847.221374512,,3895.48510742,2057.63574219,2327.44482422,2581.30981445,3660.96704102,2069.77050781,1769.91235352,3555.66455078,
7,2265.1328125,,3675.25146484,1852.37097168,2871.30932617,3126.64379883,111.25024414100001,1806.69921875,2621.89355469,3980.42016602,
8,2174.73852539,,2444.03613281,2849.52880859,2972.82568359,2765.3125,887.6965332030001,3172.84472656,2208.62133789,86.9329833984,
9,,,1873.16918945,3068.24560547,3506.95581055,3849.50585938,2742.05273438,2423.33007812,3832.05566406,3644.95166016,
10,,,2240.32714844,1939.21875,3407.27734375,3483.66894531,2485.6328125,2149.70776367,3536.71411133,3061.68774414,
11,,,4010.57275391,2116.07470703,2414.13378906,2812.95776367,3531.68823242,3856.41479492,2143.97607422,,
12,,,3066.79833984,3932.52319336,2668.41943359,3549.79638672,1859.58154297,3545.69165039,2711.93725586,,
13,,,3642.06738281,2804.9140625,1883.48803711,2400.4362793,3499.08789062,2713.09301758,3459.53759766,,
14,,,2834.6496582,2475.88793945,4062.24145508,,2210.88085938,2610.96142578,2715.52587891,,
15,,,,3594.53564453,2033.66772461,,2437.68945312,1842.63720703,57.104553222700005,,
16,,,,3125.74389648,1950.59692383,,1910.17199707,3087.27978516,3107.17529297,,
17,,,,2822.24169922,2098.98828125,,69.9576416016,2565.39013672,2956.80957031,,
18,,,,2020.49743652,2834.19580078,,3044.32348633,2221.13500977,1980.65441895,,
19,,,,3015.01098633,3016.14941406,,2176.22119141,2708.71435547,2398.62133789,,
20,,,,2657.08911133,2201.67749023,,2195.55004883,3690.52734375,4088.8359375,,
21,,,,2562.56982422,3094.42871094,,2793.75073242,,,,
22,,,,1865.99084473,,,2065.85253906,,,,
23,,,,2267.86132812,,,1698.46520996,,,,
24,,,,2653.55297852,,,4059.10205078,,,,
25,,,,2180.37304688,,,327.778808594,,,,
26,,,,2542.63208008,,,,,,,
27,,,,2317.31152344,,,,,,,
28,,,,2781.54980469,,,,,,,
29,,,,2385.52978516,,,,,,,
30,m 2129.49776883,m 2616.85883789,m 3131.10336914,m 2628.8173055,m 2815.92053223,m 2984.45833915,m 2355.17115197,m 2764.80551293,m 2646.15152704,m 2354.02307129,m nan
