,0.0,0.001,0.003,0.01,0.03,0.1,0.3,1.0,3.0,10.0,30.0
0,0.0392659,0.05781759999999999,0.0140351,0.036422699999999995,0.00973594,0.123402,0.071582,0.13733299999999998,0.259383,0.710348,
1,0.0451295,0.0881122,0.0829084,0.06359880000000001,0.0706014,0.0404084,0.0708508,0.0723541,0.15693800000000002,0.721006,
2,0.029948500000000003,0.10519,0.0275057,0.0738128,0.457293,0.058342899999999996,0.541816,0.101424,0.274789,0.031410400000000005,
3,0.0748571,0.0313752,0.576264,0.15015,0.0554563,0.0686948,0.120027,0.0837678,0.346476,0.672064,
4,0.034558099999999994,0.052385400000000006,0.059942499999999996,0.0461258,0.0608869,0.00957954,0.0632823,0.0828159,0.71728,0.909443,
5,0.061996800000000005,,0.0868615,0.030389799999999998,0.0634668,0.0255197,0.0337769,0.07194760000000001,0.25821500000000003,0.726642,
6,0.776349,,0.0364603,0.0301892,0.22299499999999997,0.0185998,0.0601145,0.07511269999999999,0.29927600000000004,0.702221,
7,0.08089439999999999,,0.14060799999999998,0.018085900000000002,0.0747561,0.017838,0.9078879999999999,0.0421479,0.272767,0.711339,
8,0.054586699999999995,,0.0148316,0.25148400000000004,0.0750393,0.0493873,0.401454,0.126059,0.270563,0.361325,
9,,,0.0413986,0.058487,0.0379168,0.030754000000000004,0.023053099999999997,0.020943200000000002,0.273885,0.7017760000000001,
10,,,0.061530600000000005,0.378913,0.068147,0.0137034,0.0725495,0.0359601,0.239275,0.686796,
11,,,0.023069799999999998,0.00896597,0.0435591,0.0751497,0.0403918,0.08493760000000002,0.31654299999999996,,
12,,,0.0359532,0.0697151,0.022216999999999997,0.043732,0.0508341,0.0502893,0.28559,,
13,,,0.119929,0.076775,0.633814,0.016947200000000003,0.037387300000000005,0.535003,0.27058499999999996,,
14,,,0.0543178,0.031123500000000002,0.0550398,,0.0128489,0.045789800000000005,0.272832,,
15,,,,0.0899089,0.035609800000000004,,0.0560427,0.0871072,0.721532,,
16,,,,0.0775602,0.03822,,0.029197700000000004,0.038876999999999995,0.158499,,
17,,,,0.09918560000000001,0.020510900000000002,,0.9077,0.702747,0.26137,,
18,,,,0.06703769999999999,0.0739459,,0.0651132,0.0467778,0.273233,,
19,,,,0.096137,0.030621699999999998,,0.0289997,0.0471271,0.723224,,
20,,,,0.501088,0.040224,,0.0446828,0.204009,0.27203499999999997,,
21,,,,0.019727099999999997,0.0637389,,0.0699908,,,,
22,,,,0.044387300000000005,,,0.0488035,,,,
23,,,,0.116395,,,0.05964969999999999,,,,
24,,,,0.0337284,,,0.0882705,,,,
25,,,,0.0772789,,,0.41694799999999993,,,,
26,,,,0.0326396,,,,,,,
27,,,,0.0943868,,,,,,,
28,,,,0.022086,,,,,,,
29,,,,0.00811559,,,,,,,
30,m 0.133065111111,m 0.06697608,m 0.09170774,m 0.090130022,m 0.102445256364,m 0.04228991,m 0.166279030769,m 0.128215719048,m 0.329728095238,m 0.630397309091,m nan
