,PM,A_IMAGE,B_IMAGE,CLASS_STAR,MAG_ISO,ELLIPTICITY
0,0.0184749425036,1.90507435799,1.77135229111,0.987273454666,19.1843070984,0.0726064741611
1,0.0184749425036,1.90507435799,1.77135229111,0.987273454666,19.1843070984,0.0726064741611
2,0.0184749425036,1.90507435799,1.77135229111,0.987273454666,19.1843070984,0.0726064741611
3,0.0184749425036,1.90507435799,1.77135229111,0.987273454666,19.1843070984,0.0726064741611
4,1.33734764006e-10,1.76915502548,1.63990032673,0.990430831909,19.6222362518,0.0860348343849
5,1.33734764006e-10,1.76915502548,1.63990032673,0.990430831909,19.6222362518,0.0860348343849
6,1.33734764006e-10,1.76915502548,1.63990032673,0.990430831909,19.6222362518,0.0860348343849
7,0.00371459609155,1.9019138813,1.80097794533,0.99825066328,19.261007309,0.0517446994781
8,0.00371459609155,1.9019138813,1.80097794533,0.99825066328,19.261007309,0.0517446994781
9,0.00371459609155,1.9019138813,1.80097794533,0.99825066328,19.261007309,0.0517446994781
10,3.14174381743e-10,1.89229369164,1.73615348339,0.984557747841,19.4733390808,0.0840785801411
11,3.14174381743e-10,1.89229369164,1.73615348339,0.984557747841,19.4733390808,0.0840785801411
12,3.14174381743e-10,1.89229369164,1.73615348339,0.984557747841,19.4733390808,0.0840785801411
13,3.14174381743e-10,1.89229369164,1.73615348339,0.984557747841,19.4733390808,0.0840785801411
14,0.0242024119124,1.64329695702,1.52433788776,0.989329278469,20.6679267883,0.0756130814552
15,0.0242024119124,1.64329695702,1.52433788776,0.989329278469,20.6679267883,0.0756130814552
16,0.0242024119124,1.64329695702,1.52433788776,0.989329278469,20.6679267883,0.0756130814552
17,1.79128625689,0.895844221115,0.666105628014,0.999456524849,20.8904685974,0.197551488876
18,1.79128625689,0.895844221115,0.666105628014,0.999456524849,20.8904685974,0.197551488876
19,0.12358411974,2.13985013962,0.730017781258,0.948181509972,20.1456260681,0.0977390408516
20,0.12358411974,2.13985013962,0.730017781258,0.948181509972,20.1456260681,0.0977390408516
21,0.12358411974,2.13985013962,0.730017781258,0.948181509972,20.1456260681,0.0977390408516
22,0.0196610926242,2.03562498093,1.92781674862,0.982360780239,18.7481803894,0.0529607534409
23,0.0196610926242,2.03562498093,1.92781674862,0.982360780239,18.7481803894,0.0529607534409
24,0.0196610926242,2.03562498093,1.92781674862,0.982360780239,18.7481803894,0.0529607534409
25,8.12192580638e-10,1.322265625,1.21395993233,0.919241189957,24.0722808838,0.0818580389023
26,8.12192580638e-10,1.322265625,1.21395993233,0.919241189957,24.0722808838,0.0818580389023
27,8.12192580638e-10,1.322265625,1.21395993233,0.919241189957,24.0722808838,0.0818580389023
28,8.12192580638e-10,1.322265625,1.21395993233,0.919241189957,24.0722808838,0.0818580389023
29,5.17247379087e-10,1.6119004488,1.44377934933,0.986719727516,21.8265609741,0.120108127594
30,5.17247379087e-10,1.6119004488,1.44377934933,0.986719727516,21.8265609741,0.120108127594
31,5.17247379087e-10,1.6119004488,1.44377934933,0.986719727516,21.8265609741,0.120108127594
32,0.02213816038,2.03793025017,1.84399080276,0.98680716753,19.0345478058,0.0951648950577
33,0.02213816038,2.03793025017,1.84399080276,0.98680716753,19.0345478058,0.0951648950577
34,0.02213816038,2.03793025017,1.84399080276,0.98680716753,19.0345478058,0.0951648950577
35,0.02213816038,2.03793025017,1.84399080276,0.98680716753,19.0345478058,0.0951648950577
36,1.19064163265e-09,1.62799918652,1.49895262718,0.99699729681,20.9531555176,0.0877662301064
37,1.19064163265e-09,1.62799918652,1.49895262718,0.99699729681,20.9531555176,0.0877662301064
38,1.19064163265e-09,1.62799918652,1.49895262718,0.99699729681,20.9531555176,0.0877662301064
39,0.0162219313158,1.67255318165,1.44646239281,0.992793977261,21.5221195221,0.138104617596
40,0.0162219313158,1.67255318165,1.44646239281,0.992793977261,21.5221195221,0.138104617596
41,0.0162219313158,1.67255318165,1.44646239281,0.992793977261,21.5221195221,0.138104617596
42,5.82420591182e-10,1.91318964958,1.81945335865,0.993984282017,19.1187858582,0.0670771598816
43,5.82420591182e-10,1.91318964958,1.81945335865,0.993984282017,19.1187858582,0.0670771598816
44,5.82420591182e-10,1.91318964958,1.81945335865,0.993984282017,19.1187858582,0.0670771598816
45,4.90200353956e-10,1.58768677711,1.40551912785,0.989066839218,22.0025787354,0.132366806269
46,4.90200353956e-10,1.58768677711,1.40551912785,0.989066839218,22.0025787354,0.132366806269
47,4.90200353956e-10,1.58768677711,1.40551912785,0.989066839218,22.0025787354,0.132366806269
48,4.90200353956e-10,1.58768677711,1.40551912785,0.989066839218,22.0025787354,0.132366806269
