,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
959,4,8.11657787313,-21.1366667229,23-24,0.03,0.982475996017,star
961,4,8.00500186456,-21.5018409711,22-23,0.03,0.987782478333,star
962,4,7.68177642371,-21.291113754,22-23,0.03,0.998773396015,star
964,4,7.90790575539,-21.2037515936,22-23,0.03,0.988359034061,star
965,4,8.27876080443,-21.6261936564,22-23,0.03,0.988258242607,star
966,4,8.02574547205,-21.2673062935,23-24,0.03,0.955347776413,star
967,4,7.96308171474,-21.4957562965,22-23,0.03,0.986571371555,star
968,4,7.94557551173,-21.2002430797,21-22,0.03,0.986269295216,star
969,4,7.95217641849,-21.491742882,23-24,0.03,0.976183474064,star
970,4,7.94357485838,-21.4911187318,21-22,0.03,0.983785271645,star
971,4,8.28872258532,-21.1904094381,22-23,0.03,0.984434366226,star
972,4,7.91718927476,-21.4908831967,22-23,0.03,0.988231897354,star
973,4,8.28832451415,-21.6973212765,20-21,0.03,0.998000621796,star
976,4,8.27298421206,-21.1805183515,22-23,0.03,0.989223241806,star
978,4,8.55157429577,-21.5205150442,23-24,0.03,0.997161924839,star
979,4,8.55317160051,-21.5195076363,22-23,0.03,0.985280632973,star
980,4,7.75430564277,-21.2702540467,23-24,0.03,0.926360726357,star
981,4,8.03701862795,-21.4767101287,20-21,0.03,0.984977304935,star
982,4,8.16310530607,-21.1100128759,22-23,0.03,0.988859117031,star
983,4,7.95991850794,-21.1758805053,20-21,0.03,0.986020624638,star
985,4,8.00355525236,-21.474212146,21-22,0.03,0.999867141247,star
986,4,7.94124518877,-21.1847922659,23-24,0.03,0.9692081213,star
987,4,8.44097687594,-21.3377957627,23-24,0.03,0.999917149544,star
988,4,8.05800505133,-21.0798203169,20-21,0.03,0.985143184662,star
989,4,7.63372263849,-21.2137002837,22-23,0.03,0.988823473454,star
991,4,8.17387022802,-21.1002297837,22-23,0.03,0.997862935066,star
992,4,7.95494100708,-21.1766540789,22-23,0.03,0.964782714844,star
993,4,8.10643138356,-21.3517684397,23-24,0.03,0.985529541969,star
995,4,8.45041169998,-21.3219799396,19-20,0.03,0.983479440212,star
996,4,7.91098131445,-21.7255536003,21-22,0.03,0.985940515995,star
997,4,7.9593479468,-21.1712860041,23-24,0.03,0.98050057888,star
998,4,7.91393425613,-21.5439114695,20-21,0.03,0.982824504375,star
999,4,8.26183588108,-21.0501894433,24-25,0.03,0.998721778393,star
1000,4,8.15416998601,-21.3712225058,19-20,0.03,0.998612761497,star
1001,4,8.02121064995,-21.4536891714,20-21,0.03,0.983020186424,star
1003,4,8.14188305978,-21.0821112492,21-22,0.03,0.999906480312,star
1004,4,7.68184137381,-21.1963463038,20-21,0.03,0.982747197151,star
1005,4,7.74443194186,-21.1947538014,21-22,0.03,0.992793977261,star
1006,4,7.87641073609,-21.4195757735,20-21,0.03,0.983349382877,star
1007,4,8.37912546944,-21.6595938515,22-23,0.03,0.999906659126,star
1009,4,7.71575360437,-21.191168996,20-21,0.03,0.989329278469,star
1012,4,8.20887576212,-21.6443205469,23-24,0.03,0.936225652695,star
1014,4,8.42976002948,-21.2909494653,23-24,0.03,0.976147949696,star
1016,4,7.91696529005,-21.1109082509,22-23,0.03,0.984014511108,star
1017,4,8.42020358116,-21.1774902601,22-23,0.03,0.989074707031,star
1018,4,8.44811491549,-21.282713942,19-20,0.03,0.997760772705,star
1021,4,7.88960437934,-21.6608570695,19-20,0.03,0.984424412251,star
1022,4,8.22900933154,-21.0536917838,21-22,0.03,0.99990606308,star
1023,4,8.05382738639,-21.7175766827,24-25,0.03,0.998787105083,star
1026,4,7.72620280781,-21.1703488321,20-21,0.03,0.982775449753,star
1028,4,7.96258957308,-21.1037236878,22-23,0.03,0.98032283783,galaxies
1030,4,8.35563918428,-21.6721693531,20-21,0.03,0.983044207096,star
1031,4,7.89538256016,-21.6740448345,20-21,0.03,0.999799013138,star
1032,4,8.34856192055,-21.2282792909,23-24,0.03,0.996402859688,star
1033,4,7.95227170835,-21.0800221514,22-23,0.03,0.989473342896,star
1035,4,8.3647510092,-21.2641377306,19-20,0.03,0.985810577869,star
1036,4,8.10969597772,-21.0464929723,18-19,0.03,0.994743108749,star
1037,4,8.40350089851,-21.2587803586,22-23,0.03,0.998897075653,star
1038,4,8.21618805642,-21.2298694231,22-23,0.03,0.989225685596,star
1039,4,8.38054230681,-21.6589284063,22-23,0.03,0.989466011524,star
1041,4,8.45162303379,-21.2552932814,19-20,0.03,0.984702408314,star
1042,4,7.95165527907,-21.8264500977,20-21,0.03,0.999767661095,star
1043,4,8.19048459043,-21.5634312711,23-24,0.03,0.984407842159,galaxies
1044,4,7.93594205587,-21.6591196822,23-24,0.03,0.999348938465,star
1046,4,8.16087390238,-21.55911725,21-22,0.03,0.982846319675,star
1047,4,7.98598778045,-21.8193230925,22-23,0.03,0.999922692776,star
1048,4,8.27991723406,-21.5564485485,19-20,0.03,0.983896911144,star
1049,4,8.34931548534,-21.4590589072,20-21,0.03,0.984191060066,star
1050,4,8.38477494075,-21.6479085334,18-19,0.03,0.993428111076,star
1051,4,7.97289447675,-21.8153607231,20-21,0.03,0.983024477959,star
1052,4,8.33598786881,-21.4517262948,21-22,0.03,0.999922931194,star
1053,4,8.35596390818,-21.6403427187,20-21,0.03,0.983299136162,star
1055,4,8.28973356173,-21.6354546669,21-22,0.03,0.983515620232,star
1056,4,7.9813677764,-21.8021561604,20-21,0.03,0.983476042747,star
1057,4,7.89050798548,-21.6390570791,20-21,0.03,0.982929944992,star
1058,4,8.17371712761,-21.4935973334,20-21,0.03,0.998145341873,star
1059,4,8.04302629014,-21.1928759138,21-22,0.03,0.999591231346,star
1062,4,7.83007815474,-21.267330957,18-19,0.03,0.983198344707,star
1064,4,7.84263579444,-21.2608168012,23-24,0.03,0.981264829636,star
1065,4,8.36443474145,-21.1707230369,19-20,0.03,0.986141145229,star
1066,4,7.91155332928,-21.6152960733,23-24,0.03,0.951112926006,star
1067,4,8.37391420357,-21.4163844261,23-24,0.03,0.973637402058,star
1068,4,8.14233305458,-21.5179266846,22-23,0.03,0.988217651844,star
1070,4,7.9495484789,-21.6140152253,19-20,0.03,0.981006324291,galaxies
1071,4,8.56197036426,-21.5285262339,21-22,0.03,0.987866401672,star
1073,4,8.08500580373,-21.4722736413,21-22,0.03,0.999880433083,star
1074,4,8.04211381651,-21.4582689467,18-19,0.03,0.982626914978,star
1075,4,7.91160226288,-21.2525925107,19-20,0.03,0.998714029789,star
1077,4,7.89649347163,-21.2502603591,21-22,0.03,0.999912381172,star
1078,4,7.89891645175,-21.6952302535,20-21,0.03,0.983247935772,star
1080,4,8.08706128181,-21.2457551242,22-23,0.03,0.989062786102,star
1081,4,8.46920646068,-21.2982397912,18-19,0.03,0.992560088634,star
1085,4,8.32881263989,-21.6476518068,23-24,0.03,0.881665527821,star
1086,4,8.14931896355,-21.4589476105,23-24,0.03,0.994230270386,star
1090,4,8.12224948255,-21.0999877954,20-21,0.03,0.983240783215,star
1092,4,8.23923231988,-21.5332265155,19-20,0.03,0.984689593315,star
1093,4,7.79751581111,-21.2375625886,21-22,0.03,0.992901921272,star
1094,4,7.87928373366,-21.5162367692,22-23,0.03,0.999918937683,star
1095,4,7.92561036955,-21.754219702,20-21,0.03,0.983411073685,star
1097,4,8.16251202403,-21.4516372132,22-23,0.03,0.99992364645,star
1098,4,8.16213886503,-21.2259684577,19-20,0.03,0.983190357685,star
1100,4,7.8916688688,-21.5057679388,23-24,0.03,0.987279474735,star
1102,4,8.3099979467,-21.3466955134,23-24,0.03,0.96432030201,star
1104,4,8.12843981524,-20.9961789287,22-23,0.03,0.98574924469,star
1105,4,7.9028706388,-21.221378361,22-23,0.03,0.999249517918,star
1108,4,8.35863014663,-21.3396773446,22-23,0.03,0.987124919891,star
1109,4,8.31931104567,-21.336326958,21-22,0.03,0.984766900539,star
1110,4,7.77100998358,-21.1720211805,20-21,0.03,0.982188224792,star
1111,4,7.77150183101,-21.4736386833,23-24,0.03,0.98546230793,star
1115,4,8.25648244563,-21.0454181773,19-20,0.03,0.983486175537,star
1117,4,8.22536489837,-21.5554628829,21-22,0.03,0.983360886574,star
1118,4,8.47802795567,-21.6018961041,20-21,0.03,0.999699175358,star
1119,4,7.85377910057,-21.4548153865,19-20,0.03,0.982528626919,star
1123,4,8.27241833825,-20.9642211883,23-24,0.03,0.986286044121,star
1125,4,8.06398069932,-21.4090632707,21-22,0.03,0.999905049801,star
1126,4,8.08890471846,-21.408256762,21-22,0.03,0.98382037878,star
1127,4,8.05337342593,-21.7436045421,21-22,0.03,0.991239249706,star
1129,4,8.09657440182,-21.0895910877,23-24,0.03,0.999906301498,star
1130,4,8.3854089372,-21.1790723145,19-20,0.03,0.982800960541,star
1132,4,8.09465443788,-21.0874491118,20-21,0.03,0.983284652233,star
1133,4,8.24032344501,-21.5368269223,23-24,0.03,0.932762205601,star
1136,4,8.27318465488,-21.5379395624,20-21,0.03,0.983413994312,star
1137,4,8.0584420838,-21.8027425942,24-25,0.03,0.973548948765,star
